row_label_raw,row_label_full,col_0,Giá trị còn lại của tài sản bộ phận > 31/12/2016VND,Giá trị còn lại của tài sản bộ phận > 01/01/2016VND,Tăng tài sản cố định hữu hình và vô hình > Năm 2016VND,Tăng tài sản cố định hữu hình và vô hình > Năm 2015VND,numeric__Giá trị còn lại của tài sản bộ phận > 31/12/2016VND,numeric__Giá trị còn lại của tài sản bộ phận > 01/01/2016VND,numeric__Tăng tài sản cố định hữu hình và vô hình > Năm 2016VND,numeric__Tăng tài sản cố định hữu hình và vô hình > Năm 2015VND
Hà Nội,Hà Nội,Hà Nội,1.648.879.399.280,1.164.409.434.572,149.946.754.617,17.994.616.845,1648879399280.0,1164409434572.0,149946754617.0,17994616845.0
Kiên Giang,Kiên Giang,Kiên Giang,2.185.669.799.970,1.446.146.884.323,948.862.408.570,3.763.392.725,2185669799970.0,1446146884323.0,948862408570.0,3763392725.0
Cộng,Cộng,Cộng,3.834.549.199.250,2.610.556.318.895,1.098.809.163.187,21.758.009.570,3834549199250.0,2610556318895.0,1098809163187.0,21758009570.0
