row_label_raw,row_label_full,col_0,31/12/2016 > Giá trị ghi số VND,31/12/2015(phân loại lại) > Giá trị ghi số VND,numeric__31/12/2016 > Giá trị ghi số VND,numeric__31/12/2015(phân loại lại) > Giá trị ghi số VND
Cho vay ký quỹ,Cho vay ký quỹ,Cho vay ký quỹ,1.962.692.347.573,1.053.227.319.929,1962692347573.0,1053227319929.0
Cho vay khác,Cho vay khác,Cho vay khác,56.683.240.082,44.658.280.827,56683240082.0,44658280827.0
,,,2.019.375.587.655,1.097.885.600.756,2019375587655.0,1097885600756.0
