row_label_raw,row_label_full,col_0,2016 > Khối lượng giao dịch thực hiện Đơn vị,2016 > Giá trị giao dịch thực hiện VND,2015 > Khối lượng giao dịch thực hiện Đơn vị,2015 > Giá trị giao dịch thực hiện VND,numeric__2016 > Khối lượng giao dịch thực hiện Đơn vị,numeric__2016 > Giá trị giao dịch thực hiện VND,numeric__2015 > Khối lượng giao dịch thực hiện Đơn vị,numeric__2015 > Giá trị giao dịch thực hiện VND
Của Công ty,Của Công ty,Của Công ty,28.248.255,722.505.380.700,41.974.985,2.122.631.072.500,28248255.0,722505380700.0,41974985.0,2122631072500.0
Cổ phiếu,Cổ phiếu,Cổ phiếu,28.248.255,722.505.380.700,28.974.985,574.502.072.500,28248255.0,722505380700.0,28974985.0,574502072500.0
Trái phiếu,Trái phiếu,Trái phiếu,-,-,13.000.000,1.548.129.000.000,,,13000000.0,1548129000000.0
Của nhà đầu tư,Của nhà đầu tư,Của nhà đầu tư,5.193.270.772,86.431.542.250.284,5.042.542.119,69.716.122.856.780,5193270772.0,86431542250284.0,5042542119.0,69716122856780.0
Cổ phiếu,Cổ phiếu,Cổ phiếu,5.188.177.237,85.894.490.596.880,5.038.228.749,69.388.195.271.780,5188177237.0,85894490596880.0,5038228749.0,69388195271780.0
Trái phiếu,Trái phiếu,Trái phiếu,5.093.535,537.051.653.404,2.900.000,314.285.400.000,5093535.0,537051653404.0,2900000.0,314285400000.0
Chứng khoán khác,Chứng khoán khác,Chứng khoán khác,-,-,1.413.370,13.642.185.000,,,1413370.0,13642185000.0
,,,5.221.519.027,87.154.047.630.984,5.084.517.104,71.838.753.929.280,5221519027.0,87154047630984.0,5084517104.0,71838753929280.0
