row_label_raw,row_label_full,col_0,Lãi suấtvay/năm,31/12/2015Giá trị ghi sổVND,Biến động trong năm > TăngVND,Biến động trong năm > GiảmVND,31/12/2016Giá trị ghi sổVND,numeric__Lãi suấtvay/năm,numeric__31/12/2015Giá trị ghi sổVND,numeric__Biến động trong năm > TăngVND,numeric__Biến động trong năm > GiảmVND,numeric__31/12/2016Giá trị ghi sổVND
Vay ngân hàngKhoản vay 1,Vay ngân hàngKhoản vay 1,Vay ngân hàngKhoản vay 1,"6,25%",300.000.000.000,320.000.000.000,(320.001.099.800),299.998.900.200,0.0625,300000000000.0,320000000000.0,-320001099800.0,299998900200.0
Khoản vay 2,Khoản vay 2,Khoản vay 2,"6,70%",-,149.960.079.004,(100.068.647.985),49.891.431.019,0.067,,149960079004.0,-100068647985.0,49891431019.0
Khoản vay 3,Khoản vay 3,Khoản vay 3,"6,70%",-,50.005.885.042,(98.364.575),49.907.520.467,0.067,,50005885042.0,-98364575.0,49907520467.0
,,,,300.000.000.000,519.965.964.046,(420.168.112.360),399.797.851.686,,300000000000.0,519965964046.0,-420168112360.0,399797851686.0
