row_label_raw,row_label_full,2016,Số lượng bán Đơn vị,Giá bán bình quân VND,Tổng giá trị bán VND,Giá vốn VND,Lỗ bán chứng khoán kỳ này VND,numeric__Số lượng bán Đơn vị,numeric__Giá bán bình quân VND,numeric__Tổng giá trị bán VND,numeric__Giá vốn VND,numeric__Lỗ bán chứng khoán kỳ này VND
Cổ phiếu niêm yết,Cổ phiếu niêm yết,Cổ phiếu niêm yết,8.883.610,21.276,189.008.474.500,29.182,70.231.542.517,8883610.0,21276.0,189008474500.0,29182.0,70231542517.0
Cổ phiếu chưa niêm yết,Cổ phiếu chưa niêm yết,Cổ phiếu chưa niêm yết,488.000,29.300,14.298.400.000,31.500,1.073.600.000,488000.0,29300.0,14298400000.0,31500.0,1073600000.0
,,,,,203.306.874.500,60.682,71.305.142.517,,,203306874500.0,60682.0,71305142517.0
2015,2015,2015,Số lượng bán Đơn vị,Giá bán bình quân VND,Tổng giá trị bán VND,Giá vốn VND,Lỗ bán chứng khoán kỳ này VND,,,,,
Cổ phiếu niêm yết,2015 > Cổ phiếu niêm yết,Cổ phiếu niêm yết,3.099.209,19.381,60.066.683.000,22.940,11.028.194.720,3099209.0,19381.0,60066683000.0,22940.0,11028194720.0
Cổ phiếu chưa niêm yết,2015 > Cổ phiếu chưa niêm yết,Cổ phiếu chưa niêm yết,728.404,16.684,12.152.332.000,16.983,218.497.950,728404.0,16684.0,12152332000.0,16983.0,218497950.0
Trái phiếu niêm yết,2015 > Trái phiếu niêm yết,Trái phiếu niêm yết,300.000,103.333,30.999.900.000,104.787,436.200.000,300000.0,103333.0,30999900000.0,104787.0,436200000.0
,,,,,103.218.915.000,144.710,11.682.892.670,,,103218915000.0,144710.0,11682892670.0
