row_label_raw,row_label_full,col_0,31/12/2016 > Giá gốc VND,31/12/2016 > Giá trị hợp lý VND,31/12/2015(phân loại lại) > Giá gốc VND,31/12/2015(phân loại lại) > Giá trị hợp lý VND,numeric__31/12/2016 > Giá gốc VND,numeric__31/12/2016 > Giá trị hợp lý VND,numeric__31/12/2015(phân loại lại) > Giá gốc VND,numeric__31/12/2015(phân loại lại) > Giá trị hợp lý VND
Cổ phiếu,Cổ phiếu,Cổ phiếu,325.437.553.091,228.307.437.295,424.391.734.072,294.647.208.295,325437553091.0,228307437295.0,424391734072.0,294647208295.0
Các khoản đầu tư khác,Các khoản đầu tư khác,Các khoản đầu tư khác,119.941,107.500,15.372.119.941,14.640.107.500,119941.0,107500.0,15372119941.0,14640107500.0
,,,325.437.673.032,228.307.544.795,439.763.854.013,309.287.315.795,325437673032.0,228307544795.0,439763854013.0,309287315795.0
