row_label_raw,row_label_full,Cổ phiếu phổ thông đã phát hành năm trước mang sang,31/12/2016 > 122.124.280,31/12/2015 > 122.124.280,numeric__31/12/2016 > 122.124.280,numeric__31/12/2015 > 122.124.280
Ảnh hưởng của số cổ phiếu quỹ Công ty đang nằm giữ,Ảnh hưởng của số cổ phiếu quỹ Công ty đang nằm giữ,Ảnh hưởng của số cổ phiếu quỹ Công ty đang nằm giữ,(420),-,-420.0,
Số lượng bình quân gia quyền của cổ phiếu phổ thông,Số lượng bình quân gia quyền của cổ phiếu phổ thông,Số lượng bình quân gia quyền của cổ phiếu phổ thông,122.123.860,122.124.280,122123860.0,122124280.0
