row_label_raw,row_label_full,col_0,Giá trị ghi số > 31/12/2016,Giá trị ghi số > 31/12/2015,numeric__Giá trị ghi số > 31/12/2016,numeric__Giá trị ghi số > 31/12/2015
,,,VND,VND,,
Các công cụ tài chính có lãi suất cố định,Các công cụ tài chính có lãi suất cố định,Các công cụ tài chính có lãi suất cố định,Các công cụ tài chính có lãi suất cố định,Các công cụ tài chính có lãi suất cố định,,
Tài sản tài chính,Các công cụ tài chính có lãi suất cố định > Tài sản tài chính,Tài sản tài chính,3.224.309.481.600,2.208.734.381.691,3224309481600.0,2208734381691.0
Nợ phải trả tài chính,Các công cụ tài chính có lãi suất cố định > Nợ phải trả tài chính,Nợ phải trả tài chính,(1.953.416.289.398),(1.184.104.104.714),-1953416289398.0,-1184104104714.0
,,,1.270.893.192.202,1.024.630.276.977,1270893192202.0,1024630276977.0
Các công cụ tài chính chịu lãi suất thả nổi,Các công cụ tài chính chịu lãi suất thả nổi,Các công cụ tài chính chịu lãi suất thả nổi,Các công cụ tài chính chịu lãi suất thả nổi,Các công cụ tài chính chịu lãi suất thả nổi,,
Nợ phải trả tài chính,Các công cụ tài chính chịu lãi suất thả nổi > Nợ phải trả tài chính,Nợ phải trả tài chính,(170.000.000.000),-,-170000000000.0,
,,,(170.000.000.000),-,-170000000000.0,
