row_label_raw,row_label_full,col_0,31/12/2016 > Số lượng,31/12/2016 > Giá trị theo mênh giá (VND),31/12/2015 > Số lượng,31/12/2015 > Giá trị theo mênh giá (VND),numeric__31/12/2016 > Số lượng,numeric__31/12/2016 > Giá trị theo mênh giá (VND),numeric__31/12/2015 > Số lượng,numeric__31/12/2015 > Giá trị theo mênh giá (VND)
TSTC giao dịch tự do chuyển nhượng,TSTC giao dịch tự do chuyển nhượng,TSTC giao dịch tự do chuyển nhượng,298,2.981.011,46,463.640,298.0,2981011.0,46.0,463640.0
TSTC hạn chế chuyển nhượng,TSTC hạn chế chuyển nhượng,TSTC hạn chế chuyển nhượng,952,9.515.978,1.095,10.945.039,952.0,9515978.0,1095.0,10945039.0
,,,1.250,12.496.989,1.141,11.408.679,1250.0,12496989.0,1141.0,11408679.0
