row_label_raw,row_label_full,col_0,Mã số,2015(phân loại lại)VND,2015(theo báo cáotrước đây)VND,numeric__Mã số,numeric__2015(phân loại lại)VND,numeric__2015(theo báo cáotrước đây)VND
"Doanh thu hoạt động đầu tư chứng khoán,góp vốn","Doanh thu hoạt động đầu tư chứng khoán,góp vốn","Doanh thu hoạt động đầu tư chứng khoán,góp vốn",,-,105.309.340.325,,,105309340325.0
Doanh thu hoạt động cho thuê sử dụngtài sản,Doanh thu hoạt động cho thuê sử dụngtài sản,Doanh thu hoạt động cho thuê sử dụngtài sản,,-,3.369.270.539,,,3369270539.0
Doanh thu khác,Doanh thu khác,Doanh thu khác,,-,157.982.815.435,,,157982815435.0
Lãi từ các TSTC FVTPL,Lãi từ các TSTC FVTPL,Lãi từ các TSTC FVTPL,01,102.484.246.308,-,1.0,102484246308.0,
Lãi từ các khoản đầu tư HTM,Lãi từ các khoản đầu tư HTM,Lãi từ các khoản đầu tư HTM,02,8.370.896.053,-,2.0,8370896053.0,
Lãi từ các khoản cho vay và phải thu,Lãi từ các khoản cho vay và phải thu,Lãi từ các khoản cho vay và phải thu,03,108.547.201.903,-,3.0,108547201903.0,
Lãi từ các TSTC AFS,Lãi từ các TSTC AFS,Lãi từ các TSTC AFS,04,2.825.094.017,-,4.0,2825094017.0,
