row_label_raw,row_label_full,col_0,Số cuối năm > Tỷ lệ sở hữu,Số cuối năm > Giá gốc,Số cuối năm > Dự phòng,Số cuối năm > Giá trị hợp lý,Số đầu năm > Tỷ lệ sở hữu,Số đầu năm > Giá gốc,Số đầu năm > Dự phòng,Số đầu năm > Giá trị hợp lý,numeric__Số cuối năm > Tỷ lệ sở hữu,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Dự phòng,numeric__Số cuối năm > Giá trị hợp lý,numeric__Số đầu năm > Tỷ lệ sở hữu,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Dự phòng,numeric__Số đầu năm > Giá trị hợp lý
Đầu tư vào công ty con (*),Đầu tư vào công ty con (*),Đầu tư vào công ty con (*),,,,,,,,,,,,,,,,
Công ty An Tiến (*),Đầu tư vào công ty con (*) > Công ty An Tiến (*),Công ty An Tiến (*),"50,99%",197.491.252.000,-,136.320.000.000,"50,99%",197.491.252.000,-,204.480.000.000,0.5099,197491252000.0,,136320000000.0,0.5099,197491252000.0,,204480000000.0
Công ty An Phát Complex (**),Đầu tư vào công ty con (*) > Công ty An Phát Complex (**),Công ty An Phát Complex (**),100%,910.000.000.000,-,910.000.000.000,100%,910.000.000.000,-,910.000.000.000,1.0,910000000000.0,,910000000000.0,1.0,910000000000.0,,910000000000.0
TỔNG CỘNG,Đầu tư vào công ty con (*) > TỔNG CỘNG,TỔNG CỘNG,,1.107.491.252.000,-,1.046.320.000.000,,1.107.491.252.000,-,1.114.480.000.000,,1107491252000.0,,1046320000000.0,,1107491252000.0,,1114480000000.0
"(*) Giá trị hợp lý của khoản đầu tư góp vốn vào Công ty An Tiến (""HII"") được xác định theo giá đóng cửa phiên giao dịch ngày 31 tháng 12 năm 2019 trên Sở giao dịch chứng khoán Thành phố Hồ Chí Minh.Như được trình bày tại Thuyết minh số 18, Công ty đã thế chấp 14.200.000 cổ phiếu HII, tương đương với 50,99% vốn cổ phần của HII, để đảm bảo cho các khoản trái phiếu phát hành.(**) Do cổ phiếu của công ty này chưa được niêm yết trên thị trường chứng khoán nên Công ty trình bày giá trị hợp lý của khoản đầu tư theo giá trị ghi sổ.","(*) Giá trị hợp lý của khoản đầu tư góp vốn vào Công ty An Tiến (""HII"") được xác định theo giá đóng cửa phiên giao dịch ngày 31 tháng 12 năm 2019 trên Sở giao dịch chứng khoán Thành phố Hồ Chí Minh.Như được trình bày tại Thuyết minh số 18, Công ty đã thế chấp 14.200.000 cổ phiếu HII, tương đương với 50,99% vốn cổ phần của HII, để đảm bảo cho các khoản trái phiếu phát hành.(**) Do cổ phiếu của công ty này chưa được niêm yết trên thị trường chứng khoán nên Công ty trình bày giá trị hợp lý của khoản đầu tư theo giá trị ghi sổ.","(*) Giá trị hợp lý của khoản đầu tư góp vốn vào Công ty An Tiến (""HII"") được xác định theo giá đóng cửa phiên giao dịch ngày 31 tháng 12 năm 2019 trên Sở giao dịch chứng khoán Thành phố Hồ Chí Minh.Như được trình bày tại Thuyết minh số 18, Công ty đã thế chấp 14.200.000 cổ phiếu HII, tương đương với 50,99% vốn cổ phần của HII, để đảm bảo cho các khoản trái phiếu phát hành.(**) Do cổ phiếu của công ty này chưa được niêm yết trên thị trường chứng khoán nên Công ty trình bày giá trị hợp lý của khoản đầu tư theo giá trị ghi sổ.","(*) Giá trị hợp lý của khoản đầu tư góp vốn vào Công ty An Tiến (""HII"") được xác định theo giá đóng cửa phiên giao dịch ngày 31 tháng 12 năm 2019 trên Sở giao dịch chứng khoán Thành phố Hồ Chí Minh.Như được trình bày tại Thuyết minh số 18, Công ty đã thế chấp 14.200.000 cổ phiếu HII, tương đương với 50,99% vốn cổ phần của HII, để đảm bảo cho các khoản trái phiếu phát hành.(**) Do cổ phiếu của công ty này chưa được niêm yết trên thị trường chứng khoán nên Công ty trình bày giá trị hợp lý của khoản đầu tư theo giá trị ghi sổ.","(*) Giá trị hợp lý của khoản đầu tư góp vốn vào Công ty An Tiến (""HII"") được xác định theo giá đóng cửa phiên giao dịch ngày 31 tháng 12 năm 2019 trên Sở giao dịch chứng khoán Thành phố Hồ Chí Minh.Như được trình bày tại Thuyết minh số 18, Công ty đã thế chấp 14.200.000 cổ phiếu HII, tương đương với 50,99% vốn cổ phần của HII, để đảm bảo cho các khoản trái phiếu phát hành.(**) Do cổ phiếu của công ty này chưa được niêm yết trên thị trường chứng khoán nên Công ty trình bày giá trị hợp lý của khoản đầu tư theo giá trị ghi sổ.","(*) Giá trị hợp lý của khoản đầu tư góp vốn vào Công ty An Tiến (""HII"") được xác định theo giá đóng cửa phiên giao dịch ngày 31 tháng 12 năm 2019 trên Sở giao dịch chứng khoán Thành phố Hồ Chí Minh.Như được trình bày tại Thuyết minh số 18, Công ty đã thế chấp 14.200.000 cổ phiếu HII, tương đương với 50,99% vốn cổ phần của HII, để đảm bảo cho các khoản trái phiếu phát hành.(**) Do cổ phiếu của công ty này chưa được niêm yết trên thị trường chứng khoán nên Công ty trình bày giá trị hợp lý của khoản đầu tư theo giá trị ghi sổ.","(*) Giá trị hợp lý của khoản đầu tư góp vốn vào Công ty An Tiến (""HII"") được xác định theo giá đóng cửa phiên giao dịch ngày 31 tháng 12 năm 2019 trên Sở giao dịch chứng khoán Thành phố Hồ Chí Minh.Như được trình bày tại Thuyết minh số 18, Công ty đã thế chấp 14.200.000 cổ phiếu HII, tương đương với 50,99% vốn cổ phần của HII, để đảm bảo cho các khoản trái phiếu phát hành.(**) Do cổ phiếu của công ty này chưa được niêm yết trên thị trường chứng khoán nên Công ty trình bày giá trị hợp lý của khoản đầu tư theo giá trị ghi sổ.","(*) Giá trị hợp lý của khoản đầu tư góp vốn vào Công ty An Tiến (""HII"") được xác định theo giá đóng cửa phiên giao dịch ngày 31 tháng 12 năm 2019 trên Sở giao dịch chứng khoán Thành phố Hồ Chí Minh.Như được trình bày tại Thuyết minh số 18, Công ty đã thế chấp 14.200.000 cổ phiếu HII, tương đương với 50,99% vốn cổ phần của HII, để đảm bảo cho các khoản trái phiếu phát hành.(**) Do cổ phiếu của công ty này chưa được niêm yết trên thị trường chứng khoán nên Công ty trình bày giá trị hợp lý của khoản đầu tư theo giá trị ghi sổ.","(*) Giá trị hợp lý của khoản đầu tư góp vốn vào Công ty An Tiến (""HII"") được xác định theo giá đóng cửa phiên giao dịch ngày 31 tháng 12 năm 2019 trên Sở giao dịch chứng khoán Thành phố Hồ Chí Minh.Như được trình bày tại Thuyết minh số 18, Công ty đã thế chấp 14.200.000 cổ phiếu HII, tương đương với 50,99% vốn cổ phần của HII, để đảm bảo cho các khoản trái phiếu phát hành.(**) Do cổ phiếu của công ty này chưa được niêm yết trên thị trường chứng khoán nên Công ty trình bày giá trị hợp lý của khoản đầu tư theo giá trị ghi sổ.","(*) Giá trị hợp lý của khoản đầu tư góp vốn vào Công ty An Tiến (""HII"") được xác định theo giá đóng cửa phiên giao dịch ngày 31 tháng 12 năm 2019 trên Sở giao dịch chứng khoán Thành phố Hồ Chí Minh.Như được trình bày tại Thuyết minh số 18, Công ty đã thế chấp 14.200.000 cổ phiếu HII, tương đương với 50,99% vốn cổ phần của HII, để đảm bảo cho các khoản trái phiếu phát hành.(**) Do cổ phiếu của công ty này chưa được niêm yết trên thị trường chứng khoán nên Công ty trình bày giá trị hợp lý của khoản đầu tư theo giá trị ghi sổ.","(*) Giá trị hợp lý của khoản đầu tư góp vốn vào Công ty An Tiến (""HII"") được xác định theo giá đóng cửa phiên giao dịch ngày 31 tháng 12 năm 2019 trên Sở giao dịch chứng khoán Thành phố Hồ Chí Minh.Như được trình bày tại Thuyết minh số 18, Công ty đã thế chấp 14.200.000 cổ phiếu HII, tương đương với 50,99% vốn cổ phần của HII, để đảm bảo cho các khoản trái phiếu phát hành.(**) Do cổ phiếu của công ty này chưa được niêm yết trên thị trường chứng khoán nên Công ty trình bày giá trị hợp lý của khoản đầu tư theo giá trị ghi sổ.",,,,,,,,
