row_label_raw,row_label_full,STT,Công ty,Địa chỉ,Tỷ lệ lợi ích,Tỷ lệ biểu quyết,Hoạt động chính,numeric__Công ty,numeric__Địa chỉ,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ biểu quyết,numeric__Hoạt động chính
1,1,1,"Công ty Cổ phần An Tiến Industries (""Hill"" hoặc ""Công ty An Tiến"")","Khu công nghiệp phía Nam, Xã Văn Tiến, Thành phố Yên Bái, Tỉnh Yên Bái",50.99%,50.99%,"Sản xuất sản phẩm từ nhựa plastic, sản xuất phụ gia và bột đã",,,50.99,50.99,
2,2,2,"Công ty TNHH Khu công nghiệp Kỹ thuật cao An Phát (""Công ty An Phát Complex"")","Khu công nghiệp kỹ thuật cao An Phát, km 47, quốc lộ 5, Phường Việt Hòa, Thành phố Hải Dương, Tỉnh Hải Dương.",100%,100%,Phát triển hạ tầng khu công nghiệp,,,1.0,1.0,
3,3,3,"An Thanh Bicsol Singapore PTE. Ltd. (""Công ty An Thành Singapore"") (*)","Số 8, Temasek Boulevard # 44-00 Suntec Tower Three, Singapore","50,99%",100%,Kinh doanh hạt nhựa,,,0.5099,1.0,
4,4,4,"Công ty Cổ phần An Thành Bicsol (""Công ty An Thành"") (*)","Khu công nghiệp kỹ thuật cao An Phát, km 47, quốc lộ 5, Phường Việt Hòa, Thành phố Hải Dương, Tỉnh Hải Dương.","35,31%","69,26%","Bán buôn chuyên doanh hạt nhựa PP, PE, PS, PVS, ABS...",,,0.3531,0.6926000000000001,
5,5,5,"Công ty Cổ phần Liên vận An Tín (""Công ty An Tín"") (*)","Số 64.22 đường Phạm Hùng, Phường Tư Minh, Thành phố Hải Dương, tỉnh Hải Dương.","26,00%","51,00%","Vận tải hàng hóa bằng đường bộ, đường ven biển và viễn dương",,,0.26,0.51,
