row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản:,,271.813.509.817,202.590.782.618,,,271813509817.0,202590782618.0
02,02,02,Khấu hao và hao mòn tài sản cố định,26,204.221.743.310,203.229.936.739,,26.0,204221743310.0,203229936739.0
03,03,03,Hoàn nhập dự phòng,,-,(2.282.767.113),,,,-2282767113.0
04,04,04,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,,5.556.477.890,1.745.410.436,,,5556477890.0,1745410436.0
05,05,05,Lãi từ hoạt động đầu tư,,(118.202.816.509),(26.834.556.043),,,-118202816509.0,-26834556043.0
06,06,06,Chi phí lãi vay (bao gồm chi phí phát hành trái phiếu),24,162.501.111.272,89.576.083.061,,24.0,162501111272.0,89576083061.0
08,08,08,Lãi từ hoạt động kinh doanh trước thay đổi vốn lưu động,,525.890.025.780,468.024.889.698,,,525890025780.0,468024889698.0
09,09,09,Tăng các khoản phải thu,,(4.763.414.760),(268.455.208.598),,,-4763414760.0,-268455208598.0
10,10,10,Tăng hàng tồn kho,,(121.628.662.535),(170.891.073.950),,,-121628662535.0,-170891073950.0
11,11,11,Tăng các khoản phải trả,,52.899.540.255,39.748.866.256,,,52899540255.0,39748866256.0
12,12,12,Giảm/(tăng) chi phí trả trước,,9.545.254.393,(8.189.984.128),,,9545254393.0,-8189984128.0
14,14,14,Tiền lãi vay đã trả,,(159.184.274.799),(88.165.867.706),,,-159184274799.0,-88165867706.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,16,(34.799.592.814),(30.440.687.957),,16.0,-34799592814.0,-30440687957.0
16,16,16,Tiền thu khác từ hoạt động kinh doanh,,-,57.900.000.000,,,,57900000000.0
17,17,17,Tiền chi khác cho hoạt động kinh doanh,19,(33.613.832.680),(44.688.460.016),,19.0,-33613832680.0,-44688460016.0
20,20,20,Lưu chuyển tiền thuần tử/(sử dụng vào) hoạt động kinh doanh,,234.345.042.840,(45.157.526.401),,,234345042840.0,-45157526401.0
,,,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,21,21,"Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",,(148.896.806.009),(73.577.597.782),,,-148896806009.0,-73577597782.0
22,22,22,"Tiền thu do thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",,338.656.000,-,,,338656000.0,
23,23,23,"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,(1.009.910.253.425),(1.331.469.100.000),,,-1009910253425.0,-1331469100000.0
24,24,24,"Tiền thu hồi cho vay, bán lại công cụ nợ của đơn vị khác",,823.790.500.000,473.406.100.000,,,823790500000.0,473406100000.0
25,25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,(112.250.680.000),(994.491.252.000),,,-112250680000.0,-994491252000.0
26,26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,-,13.440.050.000,,,,13440050000.0
27,27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,44.417.705.654,21.037.627.139,,,44417705654.0,21037627139.0
30,30,30,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(402.510.877.780),(1.891.654.172.643),,,-402510877780.0,-1891654172643.0
