row_label_raw,row_label_full,CHỈ TIÊU,Mã số,TM,Năm 2019,Năm 2018,numeric__Mã số,numeric__TM,numeric__Năm 2019,numeric__Năm 2018
III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,,,,,
"1. Tiền chỉ trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành","III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 1. Tiền chỉ trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành","1. Tiền chỉ trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",32,,-,(90.100.000),32.0,,,-90100000.0
2. Tiền thu từ đi vay,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 2. Tiền thu từ đi vay,2. Tiền thu từ đi vay,33,6.1,1.571.370.005.634,1.857.666.853.321,33.0,61.0,1571370005634.0,1857666853321.0
3. Tiền trả nợ gốc vay,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 3. Tiền trả nợ gốc vay,3. Tiền trả nợ gốc vay,34,6.2,(1.556.872.674.189),(1.883.602.554.995),34.0,62.0,-1556872674189.0,-1883602554995.0
"4. Cổ tức, lợi nhuận đã trả cho chủ sở hữu","III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 4. Cổ tức, lợi nhuận đã trả cho chủ sở hữu","4. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",36,,(246.313.669.545),(519.102.673.870),36.0,,-246313669545.0,-519102673870.0
Lưu chuyển tiền thuần từ hoạt động tài chính LU'U CHUYÊN TIÊN THUẦN TRONG NĂM,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần từ hoạt động tài chính LU'U CHUYÊN TIÊN THUẦN TRONG NĂM,Lưu chuyển tiền thuần từ hoạt động tài chính LU'U CHUYÊN TIÊN THUẦN TRONG NĂM,40,,(231.816.338.100),(545.128.475.544),40.0,,-231816338100.0,-545128475544.0
(50 = 20+30+40),III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > (50 = 20+30+40),(50 = 20+30+40),50,,514.154.212.255,5.292.274.125,50.0,,514154212255.0,5292274125.0
Tiền và tương đương tiền đầu năm,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và tương đương tiền đầu năm,Tiền và tương đương tiền đầu năm,60,,1.027.290.066.703,1.021.899.574.185,60.0,,1027290066703.0,1021899574185.0
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61,,(12.085.612),98.218.393,61.0,,-12085612.0,98218393.0
TIÊN VÀ TƯƠNG ĐƯƠNG TIÊN CUỐI NĂM,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > TIÊN VÀ TƯƠNG ĐƯƠNG TIÊN CUỐI NĂM,TIÊN VÀ TƯƠNG ĐƯƠNG TIÊN CUỐI NĂM,70,4.1,1.541.432.193.346,1.027.290.066.703,70.0,41.0,1541432193346.0,1027290066703.0
(70 = 50+60+61),(70 = 50+60+61),(70 = 50+60+61),,,,,,,,
