row_label_raw,row_label_full,TÀI SẢN,Mã số,TM,Tại ngày 31/12/2019,Tại ngày 01/01/2019,numeric__Mã số,numeric__TM,numeric__Tại ngày 31/12/2019,numeric__Tại ngày 01/01/2019
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,11.958.509.647.933,11.353.707.381.271,200.0,,11958509647933.0,11353707381271.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,110.707.038.255,111.893.647.172,210.0,,110707038255.0,111893647172.0
1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,211,4.3,301.531.852,84.540.000,211.0,43.0,301531852.0,84540000.0
2. Trả trước cho người bán dài hạn,2. Trả trước cho người bán dài hạn,2. Trả trước cho người bán dài hạn,212,4.4,200.000.000,451.959.047,212.0,44.0,200000000.0,451959047.0
3. Phải thu dài hạn khác,3. Phải thu dài hạn khác,3. Phải thu dài hạn khác,216,4.5,116.983.116.655,117.917.766.525,216.0,45.0,116983116655.0,117917766525.0
4. Dự phòng phải thu dài hạn khó đòi,4. Dự phòng phải thu dài hạn khó đòi,4. Dự phòng phải thu dài hạn khó đòi,219,4.6,(6.777.610.252),(6.560.618.400),219.0,46.0,-6777610252.0,-6560618400.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,4.863.913.862.707,4.829.354.791.078,220.0,,4863913862707.0,4829354791078.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,4.8,4.488.122.488.144,4.443.471.860.284,221.0,48.0,4488122488144.0,4443471860284.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,7.882.885.001.103,7.437.396.518.861,222.0,,7882885001103.0,7437396518861.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(3.394.762.512.959),(2.993.924.658.577),223.0,,-3394762512959.0,-2993924658577.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,4.9,375.791.374.563,385.882.930.794,227.0,49.0,375791374563.0,385882930794.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,492.613.066.974,492.125.236.973,228.0,,492613066974.0,492125236973.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(116.821.692.411),(106.242.306.179),229.0,,-116821692411.0,-106242306179.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,4.10,2.577.579.758.109,2.367.908.484.131,230.0,410.0,2577579758109.0,2367908484131.0
Nguyên giá,Nguyên giá,Nguyên giá,231,,3.920.791.521.050,3.510.586.092.520,231.0,,3920791521050.0,3510586092520.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,232,,(1.343.211.762.941),(1.142.677.608.389),232.0,,-1343211762941.0,-1142677608389.0
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,,2.857.331.403.328,2.521.039.256.857,240.0,,2857331403328.0,2521039256857.0
"1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn",241,,15.136.477.548,8.991.454.806,241.0,,15136477548.0,8991454806.0
2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,242,4.11,2.842.194.925.780,2.512.047.802.051,242.0,411.0,2842194925780.0,2512047802051.0
V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,250,4.2,735.641.143.075,703.004.044.409,250.0,42.0,735641143075.0,703004044409.0
"1. Đầu tư vào công ty liên doanh, liên kết","1. Đầu tư vào công ty liên doanh, liên kết","1. Đầu tư vào công ty liên doanh, liên kết",252,,299.649.263.881,280.468.198.560,252.0,,299649263881.0,280468198560.0
2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,253,,154.582.562.294,226.328.873.280,253.0,,154582562294.0,226328873280.0
