row_label_raw,row_label_full,col_0,Tại ngày31/12/2019VND,Tại ngày01/01/2019VND,numeric__Tại ngày31/12/2019VND,numeric__Tại ngày01/01/2019VND
Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,,
Chi phí hạ tầng trích trước hoạt động chuyển quyền sử dụng đất khu dân cư An Bình,Ngắn hạn: > Chi phí hạ tầng trích trước hoạt động chuyển quyền sử dụng đất khu dân cư An Bình,Chi phí hạ tầng trích trước hoạt động chuyển quyền sử dụng đất khu dân cư An Bình,19.857.673.950,20.240.068.693,19857673950.0,20240068693.0
Trích trước tiền thuê đất,Ngắn hạn: > Trích trước tiền thuê đất,Trích trước tiền thuê đất,18.993.101.150,18.993.101.150,18993101150.0,18993101150.0
Trích trước khoản chi phí đèn bù và xây dựng hạ tầng khu quy hoạch nhà ở Phường Tân Phong,Ngắn hạn: > Trích trước khoản chi phí đèn bù và xây dựng hạ tầng khu quy hoạch nhà ở Phường Tân Phong,Trích trước khoản chi phí đèn bù và xây dựng hạ tầng khu quy hoạch nhà ở Phường Tân Phong,-,16.791.312.142,,16791312142.0
Chi phí lãi vay phải trả,Ngắn hạn: > Chi phí lãi vay phải trả,Chi phí lãi vay phải trả,16.161.263.900,18.417.487.629,16161263900.0,18417487629.0
Chi phí trích trước giá thành kế hoạch Dự án Khu dân cư Phường Thống Nhất,Ngắn hạn: > Chi phí trích trước giá thành kế hoạch Dự án Khu dân cư Phường Thống Nhất,Chi phí trích trước giá thành kế hoạch Dự án Khu dân cư Phường Thống Nhất,99.527.194.236,-,99527194236.0,
Chi phí phải trả khác,Ngắn hạn: > Chi phí phải trả khác,Chi phí phải trả khác,17.549.643.584,34.624.734.234,17549643584.0,34624734234.0
Cộng,Ngắn hạn: > Cộng,Cộng,172.088.876.820,109.066.703.848,172088876820.0,109066703848.0
Dải hạn:,Dải hạn:,Dải hạn:,Dải hạn:,Dải hạn:,,
Chi phí trích trước tạm tính giá vốn kinh doanh Khu công nghiệp,Dải hạn: > Chi phí trích trước tạm tính giá vốn kinh doanh Khu công nghiệp,Chi phí trích trước tạm tính giá vốn kinh doanh Khu công nghiệp,362.183.521.739,366.233.058.267,362183521739.0,366233058267.0
Chi phí phải trả khác,Dải hạn: > Chi phí phải trả khác,Chi phí phải trả khác,9.183.628.433,9.412.852.538,9183628433.0,9412852538.0
Cộng,Dải hạn: > Cộng,Cộng,371.367.150.172,375.645.910.805,371367150172.0,375645910805.0
