row_label_raw,row_label_full,CHỈ TIÊU,Mã số,TM,Năm 2019,Năm 2018,numeric__Mã số,numeric__TM,numeric__Năm 2019,numeric__Năm 2018
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,,4.961.339.133.027,4.314.604.373.242,1.0,,4961339133027.0,4314604373242.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,,23.320.281,231.475.448,2.0,,23320281.0,231475448.0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,5.1,4.961.315.812.746,4.314.372.897.794,10.0,51.0,4961315812746.0,4314372897794.0
4. Giá vốn hàng bán,4. Giá vốn hàng bán,4. Giá vốn hàng bán,11,5.2,3.089.821.070.576,2.951.471.510.439,11.0,52.0,3089821070576.0,2951471510439.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,1.871.494.742.170,1.362.901.387.355,20.0,,1871494742170.0,1362901387355.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,5.3,237.893.919.347,214.975.677.908,21.0,53.0,237893919347.0,214975677908.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,5.4,154.984.455.336,136.143.865.527,22.0,54.0,154984455336.0,136143865527.0
"Trong đó, chi phí lãi vay","Trong đó, chi phí lãi vay","Trong đó, chi phí lãi vay",23,,131.325.298.228,116.284.022.561,23.0,,131325298228.0,116284022561.0
8. Phần lãi hoặc lỗ trong công ty liên kết,8. Phần lãi hoặc lỗ trong công ty liên kết,8. Phần lãi hoặc lỗ trong công ty liên kết,24,,6.491.635.540,9.925.750.823,24.0,,6491635540.0,9925750823.0
9. Chi phí bán hàng,9. Chi phí bán hàng,9. Chi phí bán hàng,25,5.5,128.145.184.871,127.148.938.343,25.0,55.0,128145184871.0,127148938343.0
10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,26,5.6,410.137.767.898,356.937.788.042,26.0,56.0,410137767898.0,356937788042.0
11. Lợi nhuận thuần từ hoạt động kinh doanh,11. Lợi nhuận thuần từ hoạt động kinh doanh,11. Lợi nhuận thuần từ hoạt động kinh doanh,30,,1.422.612.888.952,967.572.224.174,30.0,,1422612888952.0,967572224174.0
12. Thu nhập khác,12. Thu nhập khác,12. Thu nhập khác,31,,24.169.215.810,20.794.592.250,31.0,,24169215810.0,20794592250.0
13. Chi phí khác,13. Chi phí khác,13. Chi phí khác,32,,4.891.058.056,8.156.986.901,32.0,,4891058056.0,8156986901.0
14. Lợi nhuận khác,14. Lợi nhuận khác,14. Lợi nhuận khác,40,,19.278.157.754,12.637.605.349,40.0,,19278157754.0,12637605349.0
15. Tổng lợi nhuận kế toán trước thuế,15. Tổng lợi nhuận kế toán trước thuế,15. Tổng lợi nhuận kế toán trước thuế,50,,1.441.891.046.706,980.209.829.523,50.0,,1441891046706.0,980209829523.0
16. Chi phí thuế TNDN hiện hành,16. Chi phí thuế TNDN hiện hành,16. Chi phí thuế TNDN hiện hành,51,5.8,288.860.245.969,160.494.712.742,51.0,58.0,288860245969.0,160494712742.0
17. Chi phí thuế TNDN hoãn lại,17. Chi phí thuế TNDN hoãn lại,17. Chi phí thuế TNDN hoãn lại,52,5.9,(10.921.749.134),2.438.321.296,52.0,59.0,-10921749134.0,2438321296.0
18. Lợi nhuận sau thuế thu nhập doanh nghiệp,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,1.163.952.549.871,817.276.795.485,60.0,,1163952549871.0,817276795485.0
19. Lợi nhuận sau thuế của công ty mẹ,19. Lợi nhuận sau thuế của công ty mẹ,19. Lợi nhuận sau thuế của công ty mẹ,61,,655.639.571.698,480.782.057.099,61.0,,655639571698.0,480782057099.0
20. Lợi nhuận sau thuế của cổ đông không kiểm soát,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,508.312.978.173,336.494.738.386,62.0,,508312978173.0,336494738386.0
21. Lãi cơ bản trên cổ phiếu,21. Lãi cơ bản trên cổ phiếu,21. Lãi cơ bản trên cổ phiếu,70,4.22.2,1.570,1.123,70.0,4222.0,1570.0,1123.0
22. Lãi suy giảm trên cổ phiếu,22. Lãi suy giảm trên cổ phiếu,22. Lãi suy giảm trên cổ phiếu,71,4.22.3,1.570,1.123,71.0,4223.0,1570.0,1123.0
