row_label_raw,row_label_full,col_0,Tại ngày31/12/2019VND,Tại ngày01/01/2019VND,numeric__Tại ngày31/12/2019VND,numeric__Tại ngày01/01/2019VND
Chi phí đền bù giải phóng mặt bằng và chi phíđầu tư hạ tầng Khu công nghiệp Châu Đức,Chi phí đền bù giải phóng mặt bằng và chi phíđầu tư hạ tầng Khu công nghiệp Châu Đức,Chi phí đền bù giải phóng mặt bằng và chi phíđầu tư hạ tầng Khu công nghiệp Châu Đức,1.955.603.597.061,1.645.519.314.334,1955603597061.0,1645519314334.0
Chi phí mở rộng Cảng Đồng Nai giai đoạn 2,Chi phí mở rộng Cảng Đồng Nai giai đoạn 2,Chi phí mở rộng Cảng Đồng Nai giai đoạn 2,167.259.134.225,107.002.155.425,167259134225.0,107002155425.0
Công trình xử lý rác Huyện Vĩnh Cửu,Công trình xử lý rác Huyện Vĩnh Cửu,Công trình xử lý rác Huyện Vĩnh Cửu,104.684.173.602,102.665.392.034,104684173602.0,102665392034.0
Dự án cấp nước Nhơn Trạch giai đoạn 2,Dự án cấp nước Nhơn Trạch giai đoạn 2,Dự án cấp nước Nhơn Trạch giai đoạn 2,105.305.686.779,90.585.054.910,105305686779.0,90585054910.0
Dự án Golf Châu Đức,Dự án Golf Châu Đức,Dự án Golf Châu Đức,131.426.854.996,78.304.182.829,131426854996.0,78304182829.0
Công trình xử lý rác Huyện Quang Trung,Công trình xử lý rác Huyện Quang Trung,Công trình xử lý rác Huyện Quang Trung,87.543.705.114,67.789.389.742,87543705114.0,67789389742.0
Công trình Khu công nghiệp Giang Điền,Công trình Khu công nghiệp Giang Điền,Công trình Khu công nghiệp Giang Điền,72.988.696.376,74.515.572.688,72988696376.0,74515572688.0
Công trình Khu công nghiệp Suối Tre,Công trình Khu công nghiệp Suối Tre,Công trình Khu công nghiệp Suối Tre,8.071.312.083,75.653.694.440,8071312083.0,75653694440.0
Dự án cấp nước Thiện Tân giai đoạn 2,Dự án cấp nước Thiện Tân giai đoạn 2,Dự án cấp nước Thiện Tân giai đoạn 2,23.038.164.426,74.980.313.167,23038164426.0,74980313167.0
Chi phí xây dựng cơ bản dở dang khác,Chi phí xây dựng cơ bản dở dang khác,Chi phí xây dựng cơ bản dở dang khác,186.273.601.118,195.032.732.482,186273601118.0,195032732482.0
Cộng,Cộng,Cộng,2.842.194.925.780,2.512.047.802.051,2842194925780.0,2512047802051.0
