row_label_raw,row_label_full,col_0,Tại ngày31/12/2019VND,Tại ngày01/01/2019VND,numeric__Tại ngày31/12/2019VND,numeric__Tại ngày01/01/2019VND
Phải thu ngắn hạn của khách hàng:,Phải thu ngắn hạn của khách hàng:,Phải thu ngắn hạn của khách hàng:,Phải thu ngắn hạn của khách hàng:,Phải thu ngắn hạn của khách hàng:,,
Công ty Cổ phần Xây lắp Sonacons,Phải thu ngắn hạn của khách hàng: > Công ty Cổ phần Xây lắp Sonacons,Công ty Cổ phần Xây lắp Sonacons,2.414.670.768,1.835.570.510,2414670768.0,1835570510.0
Trường Cạo đẳng Công nghệ và Quản trị Sonadezi,Phải thu ngắn hạn của khách hàng: > Trường Cạo đẳng Công nghệ và Quản trị Sonadezi,Trường Cạo đẳng Công nghệ và Quản trị Sonadezi,67.374.950,87.483.375,67374950.0,87483375.0
Công ty Cổ phần Dịch vụ và Xây dựngCấp nước Đồng Nai,Phải thu ngắn hạn của khách hàng: > Công ty Cổ phần Dịch vụ và Xây dựngCấp nước Đồng Nai,Công ty Cổ phần Dịch vụ và Xây dựngCấp nước Đồng Nai,293.508.224,293.508.224,293508224.0,293508224.0
Công ty Cổ phần Xây dựng Dân dụngCông nghiệp Số 1 Đồng Nai,Phải thu ngắn hạn của khách hàng: > Công ty Cổ phần Xây dựng Dân dụngCông nghiệp Số 1 Đồng Nai,Công ty Cổ phần Xây dựng Dân dụngCông nghiệp Số 1 Đồng Nai,1.416.580.001,840.190.001,1416580001.0,840190001.0
Công ty Cổ phần Sơn Đồng Nai,Phải thu ngắn hạn của khách hàng: > Công ty Cổ phần Sơn Đồng Nai,Công ty Cổ phần Sơn Đồng Nai,12.970.100,9.466.600,12970100.0,9466600.0
Công ty Cổ phần Kinh doanh nhà Đồng Nai,Phải thu ngắn hạn của khách hàng: > Công ty Cổ phần Kinh doanh nhà Đồng Nai,Công ty Cổ phần Kinh doanh nhà Đồng Nai,31.359.025,-,31359025.0,
Công ty Cổ phần Sanki Sonadezi,Phải thu ngắn hạn của khách hàng: > Công ty Cổ phần Sanki Sonadezi,Công ty Cổ phần Sanki Sonadezi,2.007.390,-,2007390.0,
Cộng - Xem thêm mục 4.3,Phải thu ngắn hạn của khách hàng: > Cộng - Xem thêm mục 4.3,Cộng - Xem thêm mục 4.3,4.238.470.458,3.066.218.710,4238470458.0,3066218710.0
Trả trước cho người bán ngắn hạn - Xem thêm mục 4.4:,Trả trước cho người bán ngắn hạn - Xem thêm mục 4.4:,Trả trước cho người bán ngắn hạn - Xem thêm mục 4.4:,Trả trước cho người bán ngắn hạn - Xem thêm mục 4.4:,Trả trước cho người bán ngắn hạn - Xem thêm mục 4.4:,,
Công ty Cổ phần Xây dựng Đồng Nai,Trả trước cho người bán ngắn hạn - Xem thêm mục 4.4: > Công ty Cổ phần Xây dựng Đồng Nai,Công ty Cổ phần Xây dựng Đồng Nai,82.565.000,-,82565000.0,
