row_label_raw,row_label_full,col_0,Số đầu nămVND,Tăng do hợp nhất kinh doanh dưới sự kiểm soát chungVND,Số phải nộp trong nămVND,Số đã thực nộp/ bù trừ trong nămVND,Số cuối nămVND,numeric__Số đầu nămVND,numeric__Tăng do hợp nhất kinh doanh dưới sự kiểm soát chungVND,numeric__Số phải nộp trong nămVND,numeric__Số đã thực nộp/ bù trừ trong nămVND,numeric__Số cuối nămVND
Các khoản phải thuThuế thu nhập doanh nghiệp tạm nộp,Các khoản phải thuThuế thu nhập doanh nghiệp tạm nộp,Các khoản phải thuThuế thu nhập doanh nghiệp tạm nộp,4.998.039.390,8.758.529.020,6.317.258.922,3.487.632.786,10.926.942.274,4998039390.0,8758529020.0,6317258922.0,3487632786.0,10926942274.0
Các khoản phải thuThuế thu nhập doanh nghiệp tạm nộp,Các khoản phải thuThuế thu nhập doanh nghiệp tạm nộp,Các khoản phải thuThuế thu nhập doanh nghiệp tạm nộp,4.998.039.390,8.758.529.020,6.317.258.922,3.487.632.786,10.926.942.274,4998039390.0,8758529020.0,6317258922.0,3487632786.0,10926942274.0
Các khoản phải nộpThuế giá trị gia tăng,Các khoản phải nộpThuế giá trị gia tăng,Các khoản phải nộpThuế giá trị gia tăng,84.207.580.965,18.669.596.230,41.885.573.504,97.127.914.847,47.634.835.852,84207580965.0,18669596230.0,41885573504.0,97127914847.0,47634835852.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,111.451.562.840,102.221.231.951,54.655.087.863,39.000.000.000,229.327.882.654,111451562840.0,102221231951.0,54655087863.0,39000000000.0,229327882654.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,360.859.017,171.221.692,1.282.704.253,1.250.413.444,564.371.518,360859017.0,171221692.0,1282704253.0,1250413444.0,564371518.0
"Các loại thuế khác, khoản khác phải trả Nhà nước","Các loại thuế khác, khoản khác phải trả Nhà nước","Các loại thuế khác, khoản khác phải trả Nhà nước",-,-,15.642.928.482,300.612.801,15.342.315.681,,,15642928482.0,300612801.0,15342315681.0
"Các loại thuế khác, khoản khác phải trả Nhà nước","Các loại thuế khác, khoản khác phải trả Nhà nước","Các loại thuế khác, khoản khác phải trả Nhà nước",196.020.002.822,121.062.049.873,113.466.294.102,137.678.941.092,292.869.405.705,196020002822.0,121062049873.0,113466294102.0,137678941092.0,292869405705.0
