row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > VNDGiá trị ghi số,Số đầu năm > Giá gốc,Số đầu năm > VNDGiá trị ghi số,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > VNDGiá trị ghi số,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > VNDGiá trị ghi số
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,1.331.020.000.000,1.331.020.000.000,-,-,1331020000000.0,1331020000000.0,,
- Trái phiếu (i),- Trái phiếu (i),- Trái phiếu (i),1.331.000.000.000,1.331.000.000.000,-,-,1331000000000.0,1331000000000.0,,
- Chỉ phí mua trái phiếu,- Chỉ phí mua trái phiếu,- Chỉ phí mua trái phiếu,20.000.000,20.000.000,,,20000000.0,20000000.0,,
b. Dài hạn,b. Dài hạn,b. Dài hạn,-,-,1.200.000.000.000,1.200.000.000.000,,,1200000000000.0,1200000000000.0
- Trái phiếu (i),- Trái phiếu (i),- Trái phiếu (i),-,-,1.200.000.000.000,1.200.000.000.000,,,1200000000000.0,1200000000000.0
