row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A. TÀI SẢN NGẮN HẠN,A. TÀI SẢN NGẮN HẠN,A. TÀI SẢN NGẮN HẠN,100,,8.000.491.292.470,4.235.977.232.602,100.0,,8000491292470.0,4235977232602.0
I. Tiền,I. Tiền,I. Tiền,110,5,72.423.630.538,62.362.571.411,110.0,5.0,72423630538.0,62362571411.0
1. Tiền,1. Tiền,1. Tiền,111,,72.423.630.538,62.362.571.411,111.0,,72423630538.0,62362571411.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,6,1.331.020.000.000,-,120.0,6.0,1331020000000.0,
1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,123,,1.331.020.000.000,-,123.0,,1331020000000.0,
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,4.761.030.718.380,3.604.184.639.811,130.0,,4761030718380.0,3604184639811.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,7,317.510.131.329,1.511.512.043.826,131.0,7.0,317510131329.0,1511512043826.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,8,568.762.946.447,26.145.944.562,132.0,8.0,568762946447.0,26145944562.0
3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,135,9,2.539.650.000.000,-,135.0,9.0,2539650000000.0,
4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,136,10,1.335.107.640.604,2.066.526.651.423,136.0,10.0,1335107640604.0,2066526651423.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,11,1.717.608.283.922,541.353.103.083,140.0,11.0,1717608283922.0,541353103083.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,1.719.385.445.936,541.353.103.083,141.0,,1719385445936.0,541353103083.0
2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,149,,(1.777.162.014),-,149.0,,-1777162014.0,
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,118.408.659.630,28.076.918.297,150.0,,118408659630.0,28076918297.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,12,99.966.128.789,21.583.833.394,151.0,12.0,99966128789.0,21583833394.0
2. Thuế giá trị gia tăng được khấu trừ,2. Thuế giá trị gia tăng được khấu trừ,2. Thuế giá trị gia tăng được khấu trừ,152,,7.515.588.567,1.495.045.513,152.0,,7515588567.0,1495045513.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,19,10.926.942.274,4.998.039.390,153.0,19.0,10926942274.0,4998039390.0
