row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,2.012.734.517.826,1.564.821.334.579,200.0,,2012734517826.0,1564821334579.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,430.000.000.000,-,210.0,,430000000000.0,
1. Phải thu về cho vay dài hạn,1. Phải thu về cho vay dài hạn,1. Phải thu về cho vay dài hạn,215,9,430.000.000.000,-,215.0,9.0,430000000000.0,
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,500.074.701.597,37.000.282.900,220.0,,500074701597.0,37000282900.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,13,488.376.541.597,29.302.122.900,221.0,13.0,488376541597.0,29302122900.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,522.735.253.035,48.515.895.454,222.0,,522735253035.0,48515895454.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(34.358.711.438),(19.213.772.554),223.0,,-34358711438.0,-19213772554.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,,11.698.160.000,7.698.160.000,227.0,,11698160000.0,7698160000.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,11.698.160.000,7.698.160.000,228.0,,11698160000.0,7698160000.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,-,-,229.0,,,
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,14,99.717.950.355,60.605.810.370,230.0,14.0,99717950355.0,60605810370.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,231,,106.712.860.226,65.769.614.864,231.0,,106712860226.0,65769614864.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,232,,(6.994.909.871),(5.163.804.494),232.0,,-6994909871.0,-5163804494.0
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,,142.645.020.610,81.850.360,240.0,,142645020610.0,81850360.0
1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,242,15,142.645.020.610,81.850.360,242.0,15.0,142645020610.0,81850360.0
V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,250,,840.277.284.182,1.467.133.390.949,250.0,,840277284182.0,1467133390949.0
"1. Đầu tư vào công ty liên doanh, liên kết","1. Đầu tư vào công ty liên doanh, liên kết","1. Đầu tư vào công ty liên doanh, liên kết",252,16,840.277.284.182,-,252.0,16.0,840277284182.0,
2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,253,,-,268.600.000.000,253.0,,,268600000000.0
3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,254,,-,(1.466.609.051),254.0,,,-1466609051.0
4. Đầu tư nằm giữ đến ngày đáo hạn,4. Đầu tư nằm giữ đến ngày đáo hạn,4. Đầu tư nằm giữ đến ngày đáo hạn,255,6,-,1.200.000.000.000,255.0,6.0,,1200000000000.0
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,19.561.082,-,260.0,,19561082.0,
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,12,19.561.082,-,261.0,12.0,19561082.0,
TỔNG CỘNG TÀI SẢN(270=100+200),TỔNG CỘNG TÀI SẢN(270=100+200),TỔNG CỘNG TÀI SẢN(270=100+200),270,,10.013.225.810.296,5.800.798.567.181,270.0,,10013225810296.0,5800798567181.0
