row_label_raw,row_label_full,Tên,Chức vụ,Thu nhập (*),Thu nhập (*)_1,numeric__Chức vụ,numeric__Thu nhập (*),numeric__Thu nhập (*)_1
Tên,Tên,Tên,Chức vụ,Năm nay,Năm trước,,,
Ông Nguyễn Như SoÔng Nguyễn Khắc Thảo,Tên > Ông Nguyễn Như SoÔng Nguyễn Khắc Thảo,Ông Nguyễn Như SoÔng Nguyễn Khắc Thảo,Chủ tịch HĐQT,3.280.180.000,2.729.701.000,,3280180000.0,2729701000.0
Ông Nguyễn Như SoÔng Nguyễn Khắc Thảo,Tên > Ông Nguyễn Như SoÔng Nguyễn Khắc Thảo,Ông Nguyễn Như SoÔng Nguyễn Khắc Thảo,Phó Chủ tịch HĐQT kiểm Tổng Giám đốc,2.030.180.000,1.784.700.000,,2030180000.0,1784700000.0
Bà Nguyễn Thị Thu Hương,Tên > Bà Nguyễn Thị Thu Hương,Bà Nguyễn Thị Thu Hương,Phó Chủ tịch HĐQT kiểm Phó Tổng Giám đốc kiểm Giám đốc Tài chính,1.640.180.000,1.329.700.000,,1640180000.0,1329700000.0
Ông Nguyễn Thế Tường,Tên > Ông Nguyễn Thế Tường,Ông Nguyễn Thế Tường,Thành viên HĐQT kiểm Phó Tổng Giám đốc,1.640.180.000,1.329.700.000,,1640180000.0,1329700000.0
Ông Nguyễn Hoàng NguyênÔng Lê Quốc ĐoànÔng Phạm Văn Học,Tên > Ông Nguyễn Hoàng NguyênÔng Lê Quốc ĐoànÔng Phạm Văn Học,Ông Nguyễn Hoàng NguyênÔng Lê Quốc ĐoànÔng Phạm Văn Học,Thành viên HĐQT,1.217.330.000,945.000.000,,1217330000.0,945000000.0
Ông Nguyễn Hoàng NguyênÔng Lê Quốc ĐoànÔng Phạm Văn Học,Tên > Ông Nguyễn Hoàng NguyênÔng Lê Quốc ĐoànÔng Phạm Văn Học,Ông Nguyễn Hoàng NguyênÔng Lê Quốc ĐoànÔng Phạm Văn Học,Thành viên HĐQT,1.313.658.000,963.849.000,,1313658000.0,963849000.0
Ông Nguyễn Hoàng NguyênÔng Lê Quốc ĐoànÔng Phạm Văn Học,Tên > Ông Nguyễn Hoàng NguyênÔng Lê Quốc ĐoànÔng Phạm Văn Học,Ông Nguyễn Hoàng NguyênÔng Lê Quốc ĐoànÔng Phạm Văn Học,Thành viên HĐQT từ ngày 19 tháng 4 năm 2025 kiểm Phó Tổng Giám đốc,1.440.180.000,909.700.000,,1440180000.0,909700000.0
Ông Hoàng Văn ChungÔng Nguyễn Văn TuếÔng Lê Minh TuấnÔng Đỗ Việt QuânBà Lê Thị Minh ThuÔng Bùi Văn HoanÔng Hoàng Nguyên HọcBà Nguyễn Thanh Hương,Tên > Ông Hoàng Văn ChungÔng Nguyễn Văn TuếÔng Lê Minh TuấnÔng Đỗ Việt QuânBà Lê Thị Minh ThuÔng Bùi Văn HoanÔng Hoàng Nguyên HọcBà Nguyễn Thanh Hương,Ông Hoàng Văn ChungÔng Nguyễn Văn TuếÔng Lê Minh TuấnÔng Đỗ Việt QuânBà Lê Thị Minh ThuÔng Bùi Văn HoanÔng Hoàng Nguyên HọcBà Nguyễn Thanh Hương,Phó Tổng Giám đốc,1.140.000.000,1.100.000.000,,1140000000.0,1100000000.0
Ông Hoàng Văn ChungÔng Nguyễn Văn TuếÔng Lê Minh TuấnÔng Đỗ Việt QuânBà Lê Thị Minh ThuÔng Bùi Văn HoanÔng Hoàng Nguyên HọcBà Nguyễn Thanh Hương,Tên > Ông Hoàng Văn ChungÔng Nguyễn Văn TuếÔng Lê Minh TuấnÔng Đỗ Việt QuânBà Lê Thị Minh ThuÔng Bùi Văn HoanÔng Hoàng Nguyên HọcBà Nguyễn Thanh Hương,Ông Hoàng Văn ChungÔng Nguyễn Văn TuếÔng Lê Minh TuấnÔng Đỗ Việt QuânBà Lê Thị Minh ThuÔng Bùi Văn HoanÔng Hoàng Nguyên HọcBà Nguyễn Thanh Hương,Phó Tổng Giám đốc,1.040.180.000,909.700.000,,1040180000.0,909700000.0
Ông Hoàng Văn ChungÔng Nguyễn Văn TuếÔng Lê Minh TuấnÔng Đỗ Việt QuânBà Lê Thị Minh ThuÔng Bùi Văn HoanÔng Hoàng Nguyên HọcBà Nguyễn Thanh Hương,Tên > Ông Hoàng Văn ChungÔng Nguyễn Văn TuếÔng Lê Minh TuấnÔng Đỗ Việt QuânBà Lê Thị Minh ThuÔng Bùi Văn HoanÔng Hoàng Nguyên HọcBà Nguyễn Thanh Hương,Ông Hoàng Văn ChungÔng Nguyễn Văn TuếÔng Lê Minh TuấnÔng Đỗ Việt QuânBà Lê Thị Minh ThuÔng Bùi Văn HoanÔng Hoàng Nguyên HọcBà Nguyễn Thanh Hương,Phó Tổng Giám đốc,1.040.180.000,909.700.000,,1040180000.0,909700000.0
