row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND,numeric__Năm nay,numeric__Đơn vị tính: VND
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,510.241.872.945,469.098.857.795,510241872945.0,469098857795.0
- Chi phí nhân công,- Chi phí nhân công,- Chi phí nhân công,277.969.115.020,258.476.326.977,277969115020.0,258476326977.0
- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,107.064.200.057,95.705.638.562,107064200057.0,95705638562.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,44.026.703.034,36.919.002.165,44026703034.0,36919002165.0
- Chi phí vật liệu và công cụ dụng cụ,- Chi phí vật liệu và công cụ dụng cụ,- Chi phí vật liệu và công cụ dụng cụ,23.591.424.401,19.103.950.358,23591424401.0,19103950358.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,57.590.430.433,58.893.939.733,57590430433.0,58893939733.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,447.545.834.363,391.719.812.986,447545834363.0,391719812986.0
- Chi phí nhân công,- Chi phí nhân công,- Chi phí nhân công,251.762.355.334,228.797.126.767,251762355334.0,228797126767.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,55.975.168.210,54.695.731.456,55975168210.0,54695731456.0
- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,53.159.185.122,51.419.937.248,53159185122.0,51419937248.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,86.649.125.697,56.807.017.515,86649125697.0,56807017515.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,957.787.707.308,860.818.670.781,957787707308.0,860818670781.0
