row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm > Giá gốc,Đơn vị tính: VND > Dự phòng,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Số cuối năm > Giá gốc,numeric__Đơn vị tính: VND > Dự phòng,numeric__Đơn vị tính: VND > Số đầu năm
Hàng mua đang đi trên đường,Hàng mua đang đi trên đường,Hàng mua đang đi trên đường,390.538.162.338,-,193.570.468.645,-,390538162338.0,,193570468645.0,
"Nguyễn liệu, vật liệu","Nguyễn liệu, vật liệu","Nguyễn liệu, vật liệu",1.700.903.094.934,-,1.079.443.315.115,-,1700903094934.0,,1079443315115.0,
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",17.585.270.055,-,15.588.919.621,-,17585270055.0,,15588919621.0,
Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,3.910.409.690.947,-,3.875.381.912.493,-,3910409690947.0,,3875381912493.0,
- Chi phí sản xuất kinh doanh dở dang của hoạt động kinh doanh bắt động sản,- Chi phí sản xuất kinh doanh dở dang của hoạt động kinh doanh bắt động sản,- Chi phí sản xuất kinh doanh dở dang của hoạt động kinh doanh bắt động sản,1.114.538.001.455,-,846.436.018.733,-,1114538001455.0,,846436018733.0,
- Chi phí sản xuất kinh doanh dở dang của các hoạt động kinh doanh khác,- Chi phí sản xuất kinh doanh dở dang của các hoạt động kinh doanh khác,- Chi phí sản xuất kinh doanh dở dang của các hoạt động kinh doanh khác,2.795.871.689.492,-,3.028.945.893.760,-,2795871689492.0,,3028945893760.0,
Thành phẩm,Thành phẩm,Thành phẩm,249.960.874.311,-,265.097.471.866,-,249960874311.0,,265097471866.0,
Hàng hóa,Hàng hóa,Hàng hóa,88.717.605.046,-,87.699.670.260,-,88717605046.0,,87699670260.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,6.358.114.697.631,-,5.516.781.758.000,-,6358114697631.0,,5516781758000.0,
