row_label_raw,row_label_full,Trong đó:,Trong đó:_1,numeric__Trong đó:_1
Nợ dài hạn đến,Nợ dài hạn đến,Nợ dài hạn đến,Nợ dài hạn đến,
hạn trả,Nợ dài hạn đến > hạn trả,hạn trả,90.051.851.053,90051851053.0
Nợ dài hạn,Nợ dài hạn đến > Nợ dài hạn,Nợ dài hạn,166.270.174.925,166270174925.0
