row_label_raw,row_label_full,col_0,Bảng cân đối kế toán hợp nhất,Bảng cân đối kế toán hợp nhất_1,Bảo cáo kết quả hoạt động kinh doanh hợp nhất,Bảo cáo kết quả hoạt động kinh doanh hợp nhất_1,numeric__Bảng cân đối kế toán hợp nhất,numeric__Bảng cân đối kế toán hợp nhất_1,numeric__Bảo cáo kết quả hoạt động kinh doanh hợp nhất,numeric__Bảo cáo kết quả hoạt động kinh doanh hợp nhất_1
,,,Số cuối năm,Số đầu năm,Năm nay,Năm trước,,,,
Tài sản thuế thu nhập hoãn lạiChiết khấu thương mại chưa xuất hóa đơn,Tài sản thuế thu nhập hoãn lạiChiết khấu thương mại chưa xuất hóa đơn,Tài sản thuế thu nhập hoãn lạiChiết khấu thương mại chưa xuất hóa đơn,29.109.021.567,22.429.503.546,6.679.518.021,22.429.503.546,29109021567.0,22429503546.0,6679518021.0,22429503546.0
Tài sản thuế thu nhập hoãn lại thuần,Tài sản thuế thu nhập hoãn lại thuần,Tài sản thuế thu nhập hoãn lại thuần,29.109.021.567,22.429.503.546,,,29109021567.0,22429503546.0,,
Thu nhập tính vào báo cáo kết quả hoạt động kinh doanh hợp nhất,Thu nhập tính vào báo cáo kết quả hoạt động kinh doanh hợp nhất,Thu nhập tính vào báo cáo kết quả hoạt động kinh doanh hợp nhất,,,6.679.518.021,22.429.503.546,,,6679518021.0,22429503546.0
