row_label_raw,row_label_full,Tên đơn vị,Tên đơn vị_1,Số cuối năm > Giá trị (VND),Số cuối năm > Tỷ lệ vốn nắm giữ,Số cuối năm > Tỷ lệ quyền biểu quyết,Số đầu năm > Giá trị (VND),Số đầu năm > Tỷ lệ vốn nắm giữ,Số đầu năm > Tỷ lệ quyền biểu quyết,numeric__Tên đơn vị_1,numeric__Số cuối năm > Giá trị (VND),numeric__Số cuối năm > Tỷ lệ vốn nắm giữ,numeric__Số cuối năm > Tỷ lệ quyền biểu quyết,numeric__Số đầu năm > Giá trị (VND),numeric__Số đầu năm > Tỷ lệ vốn nắm giữ,numeric__Số đầu năm > Tỷ lệ quyền biểu quyết
Công ty Cổ phần Chế biến thực phẩm Dabaco,Công ty Cổ phần Chế biến thực phẩm Dabaco,Công ty Cổ phần Chế biến thực phẩm Dabaco,(i),56.208.076.959,"49,56%","49,56%",74.375.314.668,"49,56%","49,56%",,56208076959.0,0.49560000000000004,0.49560000000000004,74375314668.0,0.49560000000000004,0.49560000000000004
Công ty Cổ phần Transeco,Công ty Cổ phần Transeco,Công ty Cổ phần Transeco,(ii),67.397.362.300,"30,30%","30,30%",31.755.102.961,"33,33%","33,33%",,67397362300.0,0.303,0.303,31755102961.0,0.3333,0.3333
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,123.605.439.259,,,106.130.417.629,,,,123605439259.0,,,106130417629.0,,
