row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,15.109.273.137.980,13.739.362.734.289,15109273137980.0,13739362734289.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu bán thành phẩm,Trong đó: > Doanh thu bán thành phẩm,Doanh thu bán thành phẩm,14.461.105.828.872,12.812.491.093.790,14461105828872.0,12812491093790.0
"Doanh thu bán vật liệu, hàng hóa","Trong đó: > Doanh thu bán vật liệu, hàng hóa","Doanh thu bán vật liệu, hàng hóa",613.839.965.441,643.731.246.437,613839965441.0,643731246437.0
Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,Trong đó: > Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,21.405.902.003,267.589.630.284,21405902003.0,267589630284.0
Doanh thu khác,Trong đó: > Doanh thu khác,Doanh thu khác,12.921.441.664,15.550.763.778,12921441664.0,15550763778.0
Các khoản giảm trừ doanh thu,Trong đó: > Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,(211.602.683.506),(165.839.502.391),-211602683506.0,-165839502391.0
Chiết khấu thương mại,Trong đó: > Chiết khấu thương mại,Chiết khấu thương mại,(209.894.180.949),(162.563.905.825),-209894180949.0,-162563905825.0
Giảm giá hàng bán,Trong đó: > Giảm giá hàng bán,Giảm giá hàng bán,-,(278.803.021),,-278803021.0
Hàng bán bị trả lại,Trong đó: > Hàng bán bị trả lại,Hàng bán bị trả lại,(1.708.502.557),(2.996.793.545),-1708502557.0,-2996793545.0
Doanh thu thuần,Trong đó: > Doanh thu thuần,Doanh thu thuần,14.897.670.454.474,13.573.523.231.898,14897670454474.0,13573523231898.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu bán thành phẩm,Trong đó: > Doanh thu bán thành phẩm,Doanh thu bán thành phẩm,14.249.503.145.366,12.646.651.591.399,14249503145366.0,12646651591399.0
"Doanh thu bán vật liệu, hàng hóa","Trong đó: > Doanh thu bán vật liệu, hàng hóa","Doanh thu bán vật liệu, hàng hóa",613.839.965.441,643.731.246.437,613839965441.0,643731246437.0
Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,Trong đó: > Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,21.405.902.003,267.589.630.284,21405902003.0,267589630284.0
Doanh thu khác,Trong đó: > Doanh thu khác,Doanh thu khác,12.921.441.664,15.550.763.778,12921441664.0,15550763778.0
