row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước (Trình bày lại),numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước (Trình bày lại)
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,25.1,15.109.273.137.980,13.739.362.734.289,,251.0,15109273137980.0,13739362734289.0
02,02,02,2. Các khoản giảm trừ doanh thu,25.1,(211.602.683.506),(165.839.502.391),,251.0,-211602683506.0,-165839502391.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,25.1,14.897.670.454.474,13.573.523.231.898,,251.0,14897670454474.0,13573523231898.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,26,(12.151.103.304.950),(11.640.078.007.663),,26.0,-12151103304950.0,-11640078007663.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,2.746.567.149.524,1.933.445.224.235,,,2746567149524.0,1933445224235.0
21,21,21,6. Doanh thu hoạt động tài chính,25.2,78.444.010.150,39.213.381.756,,252.0,78444010150.0,39213381756.0
22,22,22,7. Chi phí tài chính,27,(261.242.536.014),(274.645.107.584),,27.0,-261242536014.0,-274645107584.0
23,23,23,Trong đó: Chi phí lãi vay,,(261.108.596.916),(263.668.549.326),,,-261108596916.0,-263668549326.0
24,24,24,8. Phần lỗ trong công ty liên kết,16,(524.978.370),(1.430.377.000),,16.0,-524978370.0,-1430377000.0
25,25,25,9. Chi phí bán hàng,28,(510.241.872.945),(469.098.857.795),,28.0,-510241872945.0,-469098857795.0
26,26,26,10. Chi phí quản lý doanh nghiệp,28,(447.545.834.363),(391.719.812.986),,28.0,-447545834363.0,-391719812986.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,1.605.455.937.982,835.764.450.626,,,1605455937982.0,835764450626.0
31,31,31,12. Thu nhập khác,29,22.078.626.115,21.626.693.797,,29.0,22078626115.0,21626693797.0
32,32,32,13. Chi phí khác,,(4.060.999.223),(3.142.598.219),,,-4060999223.0,-3142598219.0
40,40,40,14. Lợi nhuận khác,,18.017.626.892,18.484.095.578,,,18017626892.0,18484095578.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,1.623.473.564.874,854.248.546.204,,,1623473564874.0,854248546204.0
51,51,51,16. Chi phí thuế TNDN hiện hành,31.1,(123.385.084.269),(107.594.297.295),,311.0,-123385084269.0,-107594297295.0
52,52,52,17. Thu nhập thuế TNDN hoãn lại,31.3,6.679.518.021,22.429.503.546,,313.0,6679518021.0,22429503546.0
60,60,60,18. Lợi nhuận sau thuế TNDN,,1.506.767.998.626,769.083.752.455,,,1506767998626.0,769083752455.0
61,61,61,19. Lợi nhuận sau thuế của công ty mẹ,,1.506.767.998.626,769.083.752.455,,,1506767998626.0,769083752455.0
70,70,70,20. Lãi cơ bản trên cổ phiếu,33,3.915,1.469,,33.0,3915.0,1469.0
71,71,71,21. Lãi suy giảm trên cổ phiếu,33,3.915,1.469,,33.0,3915.0,1469.0
