row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Dự án nhà máy ép dầu giai đoạn 2 (*),Dự án nhà máy ép dầu giai đoạn 2 (*),Dự án nhà máy ép dầu giai đoạn 2 (*),1.095.361.967.618,722.440.996.018,1095361967618.0,722440996018.0
Nhà máy sản xuất Vacxin,Nhà máy sản xuất Vacxin,Nhà máy sản xuất Vacxin,235.116.918.587,190.243.193.646,235116918587.0,190243193646.0
Dự án Khu chăn nuôi lợn Công nghệ cao,Dự án Khu chăn nuôi lợn Công nghệ cao,Dự án Khu chăn nuôi lợn Công nghệ cao,,,,
Ngọc Lặc,Dự án Khu chăn nuôi lợn Công nghệ cao > Ngọc Lặc,Ngọc Lặc,95.797.551.057,-,95797551057.0,
Trường nghề Lạc Vệ,Dự án Khu chăn nuôi lợn Công nghệ cao > Trường nghề Lạc Vệ,Trường nghề Lạc Vệ,79.869.384.270,73.436.637.378,79869384270.0,73436637378.0
Dự án Dabaco Quảng Ninh,Dự án Khu chăn nuôi lợn Công nghệ cao > Dự án Dabaco Quảng Ninh,Dự án Dabaco Quảng Ninh,65.094.290.948,34.907.308.000,65094290948.0,34907308000.0
Dự án Nutreco Hà Tĩnh,Dự án Khu chăn nuôi lợn Công nghệ cao > Dự án Nutreco Hà Tĩnh,Dự án Nutreco Hà Tĩnh,22.746.591.749,-,22746591749.0,
Nhà máy sản xuất bạt,Dự án Khu chăn nuôi lợn Công nghệ cao > Nhà máy sản xuất bạt,Nhà máy sản xuất bạt,-,27.756.109.800,,27756109800.0
Các dự án khác,Dự án Khu chăn nuôi lợn Công nghệ cao > Các dự án khác,Các dự án khác,156.041.906.371,34.691.025.906,156041906371.0,34691025906.0
TỔNG CỘNG,Dự án Khu chăn nuôi lợn Công nghệ cao > TỔNG CỘNG,TỔNG CỘNG,1.750.028.610.600,1.083.475.270.748,1750028610600.0,1083475270748.0
