row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGĂN HẠN,,9.449.733.593.939,7.838.139.952.903,,,9449733593939.0,7838139952903.0
110,110,110,I. Tiền và các khoản tương đương tiền,5,426.188.880.308,439.331.953.874,,5.0,426188880308.0,439331953874.0
111,111,111,1. Tiền,,411.610.018.928,251.855.181.586,,,411610018928.0,251855181586.0
112,112,112,2. Các khoản tương đương tiền,,14.578.861.380,187.476.772.288,,,14578861380.0,187476772288.0
120,120,120,II. Đầu tư tài chính ngắn hạn,,1.845.219.903.397,1.370.890.520.510,,,1845219903397.0,1370890520510.0
123,123,123,1. Đầu tư nằm giữ đến ngày đáo hạn,6,1.845.219.903.397,1.370.890.520.510,,6.0,1845219903397.0,1370890520510.0
130,130,130,III. Các khoản phải thu ngắn hạn,,706.754.515.064,402.126.060.200,,,706754515064.0,402126060200.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,7.1,269.378.824.607,197.353.843.466,,71.0,269378824607.0,197353843466.0
132,132,132,2. Trả trước cho người bán ngắn hạn,7.2,171.540.953.705,104.799.300.518,,72.0,171540953705.0,104799300518.0
136,136,136,3. Phải thu ngắn hạn khác,8.1,265.834.736.752,99.972.916.216,,81.0,265834736752.0,99972916216.0
140,140,140,IV. Hàng tồn kho,9,6.358.114.697.631,5.516.781.758.000,,9.0,6358114697631.0,5516781758000.0
141,141,141,1. Hàng tồn kho,,6.358.114.697.631,5.516.781.758.000,,,6358114697631.0,5516781758000.0
150,150,150,V. Tài sản ngắn hạn khác,,113.455.597.539,109.009.660.319,,,113455597539.0,109009660319.0
151,151,151,1. Chi phí trả trước ngắn hạn,17,35.581.271.166,41.676.598.047,,17.0,35581271166.0,41676598047.0
152,152,152,2. Thuế GTGT được khấu trừ,19,59.213.819.148,46.975.126.322,,19.0,59213819148.0,46975126322.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,19,3.850.356.567,4.213.718.248,,19.0,3850356567.0,4213718248.0
155,155,155,4. Tài sản ngắn hạn khác,10,14.810.150.658,16.144.217.702,,10.0,14810150658.0,16144217702.0
200,200,200,B. TÀI SẢN DÀI HẠN,,6.527.001.310.121,6.283.415.874.694,,,6527001310121.0,6283415874694.0
210,210,210,I. Các khoản phải thu dài hạn,,27.789.681.304,38.827.323.609,,,27789681304.0,38827323609.0
216,216,216,1. Phải thu dài hạn khác,8.2,27.789.681.304,38.827.323.609,,82.0,27789681304.0,38827323609.0
220,220,220,II. Tài sản cố định,,4.362.084.719.443,4.789.772.451.065,,,4362084719443.0,4789772451065.0
221,221,221,1. Tài sản cố định hữu hình,11,4.049.022.304.743,4.318.221.168.927,,11.0,4049022304743.0,4318221168927.0
222,222,222,Nguyên giá,,8.190.266.753.513,7.815.849.050.126,,,8190266753513.0,7815849050126.0
223,223,223,Giá trị khấu hao lũy kế,,(4.141.244.448.770),(3.497.627.881.199),,,-4141244448770.0,-3497627881199.0
224,224,224,2. Tài sản cố định thuê tài chính,12,313.062.414.700,471.551.282.138,,12.0,313062414700.0,471551282138.0
225,225,225,Nguyên giá,,435.980.728.723,664.005.397.885,,,435980728723.0,664005397885.0
226,226,226,Giá trị khấu hao lũy kế,,(122.918.314.023),(192.454.115.747),,,-122918314023.0,-192454115747.0
230,230,230,III. Bất động sản đầu tư,14,101.707.819.329,109.001.808.000,,14.0,101707819329.0,109001808000.0
231,231,231,1. Nguyên giá,,109.501.808.000,109.001.808.000,,,109501808000.0,109001808000.0
232,232,232,Giá trị khấu hao lũy kế,,(7.793.988.671),-,,,-7793988671.0,
240,240,240,IV. Tài sản dở dang dài hạn,,1.750.028.610.600,1.083.475.270.748,,,1750028610600.0,1083475270748.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,13,1.750.028.610.600,1.083.475.270.748,,13.0,1750028610600.0,1083475270748.0
250,250,250,V. Đầu tư tài chính dài hạn,,133.605.439.259,116.130.417.629,,,133605439259.0,116130417629.0
252,252,252,1. Đầu tư vào công ty liên kết,16,123.605.439.259,106.130.417.629,,16.0,123605439259.0,106130417629.0
255,255,255,2. Đầu tư nằm giữ đến ngày đáo hạn,6,10.000.000.000,10.000.000.000,,6.0,10000000000.0,10000000000.0
260,260,260,VI. Tài sản dài hạn khác,,151.785.040.186,146.208.603.643,,,151785040186.0,146208603643.0
261,261,261,1. Chi phí trả trước dài hạn,17,122.676.018.619,123.779.100.097,,17.0,122676018619.0,123779100097.0
262,262,262,2. Tài sản thuê thu nhập hoãn lại,31.3,29.109.021.567,22.429.503.546,,313.0,29109021567.0,22429503546.0
270,270,270,TỔNG CỘNG TÀI SẢN,,15.976.734.904.060,14.121.555.827.597,,,15976734904060.0,14121555827597.0
