row_label_raw,row_label_full,Công ty Cổ phần Sửa Việt Nam,807.000.000,-,numeric__807.000.000,numeric__-
Công ty Cổ phần Sản xuất Thương mại,Công ty Cổ phần Sản xuất Thương mại,Công ty Cổ phần Sản xuất Thương mại,,,,
Dịch vụ Ngôi nhà Sài Gòn,Công ty Cổ phần Sản xuất Thương mại > Dịch vụ Ngôi nhà Sài Gòn,Dịch vụ Ngôi nhà Sài Gòn,25.492.500,-,25492500.0,
Công ty TNHH Sơn Kansai-Alphanam,Công ty Cổ phần Sản xuất Thương mại > Công ty TNHH Sơn Kansai-Alphanam,Công ty TNHH Sơn Kansai-Alphanam,-,11.220.000,,11220000.0
,,,832.492.500,11.220.000,832492500.0,11220000.0
