row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2024 VND,Tại ngày 31 tháng 12 năm > 2023 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2024 VND,numeric__Tại ngày 31 tháng 12 năm > 2023 VND
300,300,300,NỘ PHẢI TRÀ,,5.952.424.147.163,4.621.377.351.380,,,5952424147163.0,4621377351380.0
310,310,310,Nợ ngắn hạn,,5.941.881.733.413,4.611.956.609.380,,,5941881733413.0,4611956609380.0
311,311,311,Phải trả người bán ngắn hạn,13,624.291.098.148,257.304.950.807,,13.0,624291098148.0,257304950807.0
312,312,312,Người mua trả tiền trước ngắn hạn,14,188.182.044.409,215.299.493.413,,14.0,188182044409.0,215299493413.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,15,448.697.283.312,344.258.054.659,,15.0,448697283312.0,344258054659.0
314,314,314,Phải trả người lao động,16,596.322.426.230,673.116.492.808,,16.0,596322426230.0,673116492808.0
315,315,315,Chỉ phí phải trả ngắn hạn,17,360.040.211.420,307.718.428.978,,17.0,360040211420.0,307718428978.0
319,319,319,Phải trả ngắn hạn khác,18,106.241.642.105,228.798.913.738,,18.0,106241642105.0,228798913738.0
320,320,320,Vay ngắn hạn,19,3.341.542.016.760,2.384.288.254.693,,19.0,3341542016760.0,2384288254693.0
321,321,321,Dự phòng phải trả ngắn hạn,21(a),26.547.708.303,29.061.192.534,,,26547708303.0,29061192534.0
322,322,322,"Quỹ khen thưởng, phúc lợi",20,250.017.302.726,172.110.827.750,,20.0,250017302726.0,172110827750.0
330,330,330,Nợ dài hạn,,10.542.413.750,9.420.742.000,,,10542413750.0,9420742000.0
337,337,337,Phải trả dài hạn khác,,178.668.000,218.668.000,,,178668000.0,218668000.0
342,342,342,Dự phòng phải trả dài hạn,21(b),10.363.745.750,9.202.074.000,,,10363745750.0,9202074000.0
400,400,400,VỐN CHỦ SỞ HỮU,,11.255.306.630.522,9.806.180.663.976,,,11255306630522.0,9806180663976.0
410,410,410,Vốn chủ sở hữu,,11.255.306.630.522,9.806.180.663.976,,,11255306630522.0,9806180663976.0
411,411,411,Vốn góp của chủ sở hữu,"23, 24",3.380.747.760.000,3.281.691.880.000,,,3380747760000.0,3281691880000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,3.380.747.760.000,3.281.691.880.000,,,3380747760000.0,3281691880000.0
412,412,412,Thặng dư vốn cổ phần,24,1.950.309.912.458,1.851.376.032.458,,24.0,1950309912458.0,1851376032458.0
415,415,415,Cổ phiếu quỹ,24,(3.384.090.000),(3.384.090.000),,24.0,-3384090000.0,-3384090000.0
418,418,418,Quỹ đầu tư phát triển,24,2.626.281.556.918,1.936.397.556.918,,24.0,2626281556918.0,1936397556918.0
421,421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",24,3.301.351.491.146,2.740.099.284.600,,24.0,3301351491146.0,2740099284600.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,1.188.435.208.200,769.000.107.465,,,1188435208200.0,769000107465.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,2.112.916.282.946,1.971.099.177.135,,,2112916282946.0,1971099177135.0
440,440,440,TỔNG NGUỒN VỐN,,17.207.730.777.685,14.427.558.015.356,,,17207730777685.0,14427558015356.0
