row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,38.232.401.184.050,33.481.608.954.953,,,38232401184050.0,33481608954953.0
02,02,02,Khoản giảm trừ doanh thu,,409.564.012.665,344.679.758.524,,,409564012665.0,344679758524.0
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),28,37.822.837.171.385,33.136.929.196.429,,28.0,37822837171385.0,33136929196429.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,29,31.149.334.531.193,27.078.338.249.235,,29.0,31149334531193.0,27078338249235.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),,6.673.502.640.192,6.058.590.947.194,,,6673502640192.0,6058590947194.0
21,21,21,Doanh thu hoạt động tài chính,30,75.567.438.524,97.825.547.538,,30.0,75567438524.0,97825547538.0
22,22,22,Chi phí tài chính,31,93.616.780.951,142.580.680.640,,31.0,93616780951.0,142580680640.0
23,23,23,- Trong đó: Chi phí lãi vay,,46.775.305.829,118.568.804.103,,,46775305829.0,118568804103.0
25,25,25,Chi phí bán hàng,32,3.207.574.691.174,2.835.769.469.802,,32.0,3207574691174.0,2835769469802.0
26,26,26,Chi phí quản lý doanh nghiệp,33,795.749.355.922,693.934.934.718,,33.0,795749355922.0,693934934718.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 - 25 - 26),,2.652.129.250.669,2.484.131.409.572,,,2652129250669.0,2484131409572.0
31,31,31,Thu nhập khác,,10.013.781.125,11.846.230.257,,,10013781125.0,11846230257.0
32,32,32,Chi phí khác,,11.130.582.486,7.217.637.455,,,11130582486.0,7217637455.0
40,40,40,(Lỗ)/lợi nhuận khác (40 = 31 - 32),,(1.116.801.361),4.628.592.802,,,-1116801361.0,4628592802.0
50,50,50,Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),,2.651.012.449.308,2.488.760.002.374,,,2651012449308.0,2488760002374.0
51,51,51,"Chi phí thuế thu nhập doanh nghiệp (""TNDN"") hiện hành",34,615.476.890.636,517.592.806.160,,34.0,615476890636.0,517592806160.0
52,52,52,(Thu nhập)/chi phí thuế TNDN hoãn lại,34,(77.380.724.274),68.019.079,,34.0,-77380724274.0,68019079.0
60,60,60,Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),,2.112.916.282.946,1.971.099.177.135,,,2112916282946.0,1971099177135.0
61,61,61,Phân bổ cho: Lợi nhuận sau thuế của cổ đông của công ty mẹ,,2.112.916.282.946,1.971.099.177.135,,,2112916282946.0,1971099177135.0
70,70,70,Lãi cơ bản trên cổ phiếu,26(a),5.713,5.436,,,5713.0,5436.0
71,71,71,Lãi suy giảm trên cổ phiếu,26(b),5.713,5.436,,,5713.0,5436.0
,,,|,|,|,|,,,,
Nguyễn Thành Đạt Người lập,Nguyễn Thành Đạt Người lập,Nguyễn Thành Đạt Người lập,Nguyễn Thành Đạt Người lập,Đường Quang Hải Kế toán trưởng,Lê Trí Thông Tổng Giám đốc Ngày 24 tháng 3 năm 2025,Lê Trí Thông Tổng Giám đốc Ngày 24 tháng 3 năm 2025,,,,
