row_label_raw,row_label_full,TSCĐ,TSCĐ_1,TSCĐ_2,TSCĐ_3,TSCĐ_4,TSCĐ_5,numeric__TSCĐ_1,numeric__TSCĐ_2,numeric__TSCĐ_3,numeric__TSCĐ_4,numeric__TSCĐ_5
,,,"Nhà cửa,vật kiến trúcVND",Máy mócthiết bịVND,Phương tiệnvận tảiVND,Thiết bịquản lýVND,Tổng cộngVND,,,,,
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,
Tại ngày 1 tháng 1 năm 2024,Nguyên giá > Tại ngày 1 tháng 1 năm 2024,Tại ngày 1 tháng 1 năm 2024,157.653.251.373,401.593.828.711,58.578.320.790,129.745.454.340,747.570.855.214,157653251373.0,401593828711.0,58578320790.0,129745454340.0,747570855214.0
Mua trong năm,Nguyên giá > Mua trong năm,Mua trong năm,336.081.127,31.326.492.954,8.980.221.580,14.531.061.071,55.173.856.732,336081127.0,31326492954.0,8980221580.0,14531061071.0,55173856732.0
"Thanh lý, nhượng bán","Nguyên giá > Thanh lý, nhượng bán","Thanh lý, nhượng bán",(1.261.362.371),(1.926.737.277),-,(3.285.470.178),(6.473.569.826),-1261362371.0,-1926737277.0,,-3285470178.0,-6473569826.0
Tại ngày 31 tháng 12 năm 2024,Nguyên giá > Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,156.727.970.129,430.993.584.388,67.558.542.370,140.991.045.233,796.271.142.120,156727970129.0,430993584388.0,67558542370.0,140991045233.0,796271142120.0
Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,,,,,
Tại ngày 1 tháng 1 năm 2024,Khấu hao lũy kế > Tại ngày 1 tháng 1 năm 2024,Tại ngày 1 tháng 1 năm 2024,76.685.571.235,283.489.840.680,34.738.232.704,96.283.451.922,491.197.096.541,76685571235.0,283489840680.0,34738232704.0,96283451922.0,491197096541.0
Khấu hao trong năm,Khấu hao lũy kế > Khấu hao trong năm,Khấu hao trong năm,7.974.819.115,36.313.073.987,5.999.537.807,12.811.344.900,63.098.775.809,7974819115.0,36313073987.0,5999537807.0,12811344900.0,63098775809.0
"Thanh lý, nhượng bán","Khấu hao lũy kế > Thanh lý, nhượng bán","Thanh lý, nhượng bán",(1.261.362.371),(1.926.737.277),-,(3.266.878.512),(6.454.978.160),-1261362371.0,-1926737277.0,,-3266878512.0,-6454978160.0
Tại ngày 31 tháng 12 năm 2024,Khấu hao lũy kế > Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,83.399.027.979,317.876.177.390,40.737.770.511,105.827.918.310,547.840.894.190,83399027979.0,317876177390.0,40737770511.0,105827918310.0,547840894190.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,
Tại ngày 1 tháng 1 năm 2024,Giá trị còn lại > Tại ngày 1 tháng 1 năm 2024,Tại ngày 1 tháng 1 năm 2024,80.967.680.138,118.103.988.031,23.840.088.086,33.462.002.418,256.373.758.673,80967680138.0,118103988031.0,23840088086.0,33462002418.0,256373758673.0
Tại ngày 31 tháng 12 năm 2024,Giá trị còn lại > Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,73.328.942.150,113.117.406.998,26.820.771.859,35.163.126.923,248.430.247.930,73328942150.0,113117406998.0,26820771859.0,35163126923.0,248430247930.0
