row_label_raw,row_label_full,Tại ngày1.1.2024VND,TăngVND,GiảmVND,Tại ngày31.12.2024VND,numeric__TăngVND,numeric__GiảmVND,numeric__Tại ngày31.12.2024VND
544.224.108.986,544.224.108.986,544.224.108.986,1.724.639.450.198,(1.358.883.475.887),909.980.083.297,1724639450198.0,-1358883475887.0,909980083297.0
577.647.099.638,577.647.099.638,577.647.099.638,1.161.402.475.109,(989.049.574.747),750.000.000.000,1161402475109.0,-989049574747.0,750000000000.0
334.500.000.000,334.500.000.000,334.500.000.000,1.629.000.000.000,(1.333.500.000.000),630.000.000.000,1629000000000.0,-1333500000000.0,630000000000.0
156.000.000.000,156.000.000.000,156.000.000.000,668.010.474.700,(422.010.474.700),402.000.000.000,668010474700.0,-422010474700.0,402000000000.0
140.566.871.288,140.566.871.288,140.566.871.288,478.446.860.670,(421.029.221.910),197.984.510.048,478446860670.0,-421029221910.0,197984510048.0
-,-,-,169.529.398.810,(10.529.398.810),159.000.000.000,169529398810.0,-10529398810.0,159000000000.0
88.583.648.576,88.583.648.576,88.583.648.576,298.915.301.895,(238.231.970.061),149.266.980.410,298915301895.0,-238231970061.0,149266980410.0
99.925.643.880,99.925.643.880,99.925.643.880,115.500.000.000,(99.925.643.880),115.500.000.000,115500000000.0,-99925643880.0,115500000000.0
313.024.720.165,313.024.720.165,313.024.720.165,307.716.452.532,(600.765.073.064),19.976.099.633,307716452532.0,-600765073064.0,19976099633.0
103.471.913.750,103.471.913.750,103.471.913.750,93.190.203.520,(196.662.117.270),-,93190203520.0,-196662117270.0,
22.603.434.900,22.603.434.900,22.603.434.900,-,(22.603.434.900),-,,-22603434900.0,
-,-,-,126.000.000.000,(126.000.000.000),-,126000000000.0,-126000000000.0,
-,-,-,12.415.347.720,(12.415.347.720),-,12415347720.0,-12415347720.0,
3.740.813.510,3.740.813.510,3.740.813.510,4.093.529.862,-,7.834.343.372,4093529862.0,,7834343372.0
2.384.288.254.693,2.384.288.254.693,2.384.288.254.693,6.788.859.495.016,(5.831.605.732.949),3.341.542.016.760,6788859495016.0,-5831605732949.0,3341542016760.0
