row_label_raw,row_label_full,"Doanh thu thuần về bán vàng, bạc và đồ trang sức",37.682.907.517.042,33.003.979.464.637,numeric__37.682.907.517.042,numeric__33.003.979.464.637
Doanh thu thuần về bán phụ kiện,Doanh thu thuần về bán phụ kiện,Doanh thu thuần về bán phụ kiện,63.625.784.731,71.543.206.059,63625784731.0,71543206059.0
Doanh thu thuần về cung cấp dịch vụ,Doanh thu thuần về cung cấp dịch vụ,Doanh thu thuần về cung cấp dịch vụ,76.303.869.612,61.406.525.733,76303869612.0,61406525733.0
,,,37.822.837.171.385,33.136.929.196.429,37822837171385.0,33136929196429.0
