row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2024 VND,Tại ngày 31 tháng 12 năm > 2023 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2024 VND,numeric__Tại ngày 31 tháng 12 năm > 2023 VND
100,100,100,TÀI SẢN NGĂN HẠN,,15.692.597.267.632,12.958.118.192.260,,,15692597267632.0,12958118192260.0
110,110,110,Tiền và các khoản tương đương tiền,3,1.122.712.392.130,896.147.917.336,,3.0,1122712392130.0,896147917336.0
111,111,111,Tiền,,1.022.712.392.130,896.147.917.336,,,1022712392130.0,896147917336.0
112,112,112,Các khoản tương đương tiền,,100.000.000.000,-,,,100000000000.0,
120,120,120,Đầu tư tài chính ngắn hạn,,1.020.170.000.000,810.100.000.000,,,1020170000000.0,810100000000.0
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,12(a),1.020.170.000.000,810.100.000.000,,,1020170000000.0,810100000000.0
130,130,130,Các khoản phải thu ngắn hạn,,401.134.922.152,215.035.937.840,,,401134922152.0,215035937840.0
131,131,131,Phải thu ngắn hạn của khách hàng,4,70.851.635.761,69.277.567.110,,4.0,70851635761.0,69277567110.0
132,132,132,Trả trước cho người bán ngắn hạn,5,253.102.611.434,27.775.617.785,,5.0,253102611434.0,27775617785.0
135,135,135,Phải thu về cho vay ngắn hạn,6,40.000.000.000,90.000.000.000,,6.0,40000000000.0,90000000000.0
136,136,136,Phải thu ngắn hạn khác,7(a),64.867.442.121,32.980.198.226,,,64867442121.0,32980198226.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,8,(28.518.444.279),(5.049.680.837),,8.0,-28518444279.0,-5049680837.0
139,139,139,Tài sản thiếu chờ xử lý,,831.677.115,52.235.556,,,831677115.0,52235556.0
140,140,140,Hàng tồn kho,9,13.015.170.477.311,10.940.937.959.289,,9.0,13015170477311.0,10940937959289.0
141,141,141,Hàng tồn kho,,13.074.586.927.914,10.944.749.006.797,,,13074586927914.0,10944749006797.0
149,149,149,Dự phòng giảm giá hàng tồn kho,,(59.416.450.603),(3.811.047.508),,,-59416450603.0,-3811047508.0
150,150,150,Tài sản ngắn hạn khác,,133.409.476.039,95.896.377.795,,,133409476039.0,95896377795.0
151,151,151,Chi phí trả trước ngắn hạn,10(a),132.726.608.716,94.051.248.427,,,132726608716.0,94051248427.0
152,152,152,"Thuế giá trị gia tăng (""GTGT"") được khấu trừ",,682.867.323,1.845.129.368,,,682867323.0,1845129368.0
