row_label_raw,row_label_full,Tên công ty,31/12/2018 > Giá gốc VND,31/12/2018 > Giá trị hợp lý VND,31/12/2018 > Dự phòng VND,1/1/2018 > Giá gốc VND,1/1/2018 > Giá trị hợp lý VND,1/1/2018 > Dự phòng VND,numeric__31/12/2018 > Giá gốc VND,numeric__31/12/2018 > Giá trị hợp lý VND,numeric__31/12/2018 > Dự phòng VND,numeric__1/1/2018 > Giá gốc VND,numeric__1/1/2018 > Giá trị hợp lý VND,numeric__1/1/2018 > Dự phòng VND
Ngân hàng Thương mại Cổ phần Phương Đông,Ngân hàng Thương mại Cổ phần Phương Đông,Ngân hàng Thương mại Cổ phần Phương Đông,216.579.320.000,181.443.866.133,(35.135.453.867),216.579.320.000,172.985.865.600,(34.944.167.400),216579320000.0,181443866133.0,-35135453867.0,216579320000.0,172985865600.0,-34944167400.0
Ngân hàng Thương mại Cổ phần Đông Silver,Ngân hàng Thương mại Cổ phần Đông Silver,Ngân hàng Thương mại Cổ phần Đông Silver,136.265.460.000,-,(136.265.460.000),136.265.460.000,(*),(136.265.460.000),136265460000.0,,-136265460000.0,136265460000.0,,-136265460000.0
Công ty Cổ phần Bao Bì Sabeco Sông Lam,Công ty Cổ phần Bao Bì Sabeco Sông Lam,Công ty Cổ phần Bao Bì Sabeco Sông Lam,50.000.000.000,(*),-,50.000.000.000,(*),-,50000000000.0,,,50000000000.0,,
Công ty PVI Sài Gòn,Công ty PVI Sài Gòn,Công ty PVI Sài Gòn,51.475.140.000,15.730.653.600,(35.744.486.400),51.475.140.000,15.584.999.400,(35.890.140.600),51475140000.0,15730653600.0,-35744486400.0,51475140000.0,15584999400.0,-35890140600.0
Công ty Cổ phần Đầu tư và Phát triển Không Gian Ngầm,Công ty Cổ phần Đầu tư và Phát triển Không Gian Ngầm,Công ty Cổ phần Đầu tư và Phát triển Không Gian Ngầm,23.085.000.000,(*),(23.085.000.000),23.085.000.000,(*),(23.085.000.000),23085000000.0,,-23085000000.0,23085000000.0,,-23085000000.0
Công ty Du lịch Dầu khí Phương Đông,Công ty Du lịch Dầu khí Phương Đông,Công ty Du lịch Dầu khí Phương Đông,30.700.950.000,8.232.000.000,(22.468.950.000),30.700.950.000,5.880.000.000,(24.820.950.000),30700950000.0,8232000000.0,-22468950000.0,30700950000.0,5880000000.0,-24820950000.0
Quỹ đầu tư Chứng khoán Sài Gòn A2,Quỹ đầu tư Chứng khoán Sài Gòn A2,Quỹ đầu tư Chứng khoán Sài Gòn A2,51.107.720.722,(*),(35.757.720.722),51.107.720.722,(*),(35.757.720.722),51107720722.0,,-35757720722.0,51107720722.0,,-35757720722.0
Công ty Cổ phần Vận tải và Giao nhận Bia Sài Gòn,Công ty Cổ phần Vận tải và Giao nhận Bia Sài Gòn,Công ty Cổ phần Vận tải và Giao nhận Bia Sài Gòn,26.588.267.394,(*),-,26.588.267.394,(*),-,26588267394.0,,,26588267394.0,,
Công ty Cổ phần Côn Rượu Bình Tây - Việt Nam,Công ty Cổ phần Côn Rượu Bình Tây - Việt Nam,Công ty Cổ phần Côn Rượu Bình Tây - Việt Nam,300.000.000,(*),(300.000.000),300.000.000,(*),-,300000000.0,,-300000000.0,300000000.0,,
Công ty Cổ phần Du Lịch Thương mại Nha Trang,Công ty Cổ phần Du Lịch Thương mại Nha Trang,Công ty Cổ phần Du Lịch Thương mại Nha Trang,1.161.147.000,(*),-,1.161.147.000,(*),-,1161147000.0,,,1161147000.0,,
Quỹ đầu tư Việt Nam,Quỹ đầu tư Việt Nam,Quỹ đầu tư Việt Nam,7.275.187.937,(*),(7.275.187.937),35.617.214.481,(*),-,7275187937.0,,-7275187937.0,35617214481.0,,
Công ty Cổ phần Chứng khoán Đại Việt,Công ty Cổ phần Chứng khoán Đại Việt,Công ty Cổ phần Chứng khoán Đại Việt,45.000.000.000,(*),(39.600.000.000),45.000.000.000,(*),(11.407.259.277),45000000000.0,,-39600000000.0,45000000000.0,,-11407259277.0
Công ty TNHH Đầu Tư Sabeco HP,Công ty TNHH Đầu Tư Sabeco HP,Công ty TNHH Đầu Tư Sabeco HP,24.426.586.800,(*),(24.426.586.800),24.426.586.800,(*),(24.426.586.800),24426586800.0,,-24426586800.0,24426586800.0,,-24426586800.0
Công ty Cổ phần Bia Sài Gòn – Ninh Thuận,Công ty Cổ phần Bia Sài Gòn – Ninh Thuận,Công ty Cổ phần Bia Sài Gòn – Ninh Thuận,-,(*),-,19.800.000.000,(*),-,,,,19800000000.0,,
Công ty Cổ phần Bia Sài Gòn – Đồng Nai,Công ty Cổ phần Bia Sài Gòn – Đồng Nai,Công ty Cổ phần Bia Sài Gòn – Đồng Nai,3.954.000.000,(*),(3.954.000.000),3.954.000.000,(*),(3.872.396.382),3954000000.0,,-3954000000.0,3954000000.0,,-3872396382.0
Công ty Cổ phần Du Lịch Sài Gòn Đông Hà,Công ty Cổ phần Du Lịch Sài Gòn Đông Hà,Công ty Cổ phần Du Lịch Sài Gòn Đông Hà,5.600.000.000,(*),(1.542.596.156),5.600.000.000,(*),(1.514.648.583),5600000000.0,,-1542596156.0,5600000000.0,,-1514648583.0
Công ty Cổ phần Dịch vụ và Thương mại DIC,Công ty Cổ phần Dịch vụ và Thương mại DIC,Công ty Cổ phần Dịch vụ và Thương mại DIC,14.992.108.200,(*),(849.646.800),14.992.108.200,(*),(341.936.800),14992108200.0,,-849646800.0,14992108200.0,,-341936800.0
,,,688.510.888.053,,(366.405.088.682),736.652.914.597,,(332.326.266.564),688510888053.0,,-366405088682.0,736652914597.0,,-332326266564.0
