row_label_raw,row_label_full,STT,Tên công ty,Hoạt động chính,31/12/2018,31/12/2018_1,1/1/2018,1/1/2018_1,numeric__Tên công ty,numeric__Hoạt động chính,numeric__31/12/2018,numeric__31/12/2018_1,numeric__1/1/2018,numeric__1/1/2018_1
STT,STT,STT,Tên công ty,Hoạt động chính,% quyền sở hữu,% quyền biểu quyết,% quyền sở hữu,% quyền biểu quyết,,,,,,
14,STT > 14,14,Công ty Cổ phần Thương Mại Bia Sài Gòn Tây Nguyên,"Kinh doanh bia, rượu và nước giải khát; cung cấp dịch vụ kho bãi và dịch vụ vận chuyển",90%,90%,90%,90%,,,0.9,0.9,0.9,0.9
15,STT > 15,15,Công ty Cổ phần Thương Mại Bia Sài Gòn Nam Trung Bộ,"Kinh doanh bia, rượu và nước giải khát; cung cấp dịch vụ kho bãi và dịch vụ vận chuyển","90,14%","90,14%","90,14%","90,14%",,,0.9014,0.9014,0.9014,0.9014
16,STT > 16,16,Công ty Cổ phần Thương Mại Bia Sài Gòn Miền Đông,"Kinh doanh bia, rượu, nước giải khát; cung cấp dịch vụ vận chuyển hàng hóa đường bộ và đường thủy","90,68%","90,68%","90,68%","90,68%",,,0.9068,0.9068,0.9068,0.9068
17,STT > 17,17,Công ty Cổ phần Thương Mại Bia Sài Gòn Sông Tiền,"Kinh doanh bia, rượu, nước giải khát; dịch vụ cho thuê kho bãi; cung cấp dịch vụ vận chuyển hàng hóa bằng đường bộ",90%,90%,90%,90%,,,0.9,0.9,0.9,0.9
18,STT > 18,18,Công ty Cổ phần Thương Mại Bia Sài Gòn Sông Hậu,"Kinh doanh bia, rượu, nước giải khát; cung cấp dịch vụ vận chuyển hàng hóa đường bộ và đường thủy",90%,90%,90%,90%,,,0.9,0.9,0.9,0.9
19,STT > 19,19,Công ty TNHH Một Thành Viên Cơ khí Sa Be Co,Chế tạo máy móc dùng cho sản xuất thực phẩm; lắp đặt và bảo trì hệ thống máy móc thiết bị,100%,100%,100%,100%,,,1.0,1.0,1.0,1.0
20,STT > 20,20,Công ty TNHH Một Thành Viên Bia Sài Gòn Sóc Trăng,"Sản xuất và kinh doanh bia, mạch nha ủ lên men, nước khoáng, nước tinh khiết đóng chai",51%,100%,51%,100%,,,0.51,1.0,0.51,1.0
21,STT > 21,21,Công ty Cổ phần Thương mại Bia Sài Gòn Đông Bắc,"Kinh doanh bia, rượu, nước giải khát; cung cấp dịch vụ kho bãi và dịch vụ vận chuyển hàng hóa","90,45%","90,45%","90,45%","90,45%",,,0.9045000000000001,0.9045000000000001,0.9045000000000001,0.9045000000000001
22,STT > 22,22,Công ty TNHH Một Thành Viên Bia Sài Gòn – Hà Tĩnh,"Sản xuất và kinh doanh bia, mạch nha ủ lên men, nước khoáng, nước tinh khiết đóng chai",100%,100%,100%,100%,,,1.0,1.0,1.0,1.0
23,STT > 23,23,Công ty Cổ phần Bao bì Bia Sài Gòn,"Sản xuất và kinh doanh nắp khoén thiếc và bao bì kim loại, bao bì phục vụ ngành đồ uống thực phẩm","76,81%","76,81%","76,81%","76,81%",,,0.7681,0.7681,0.7681,0.7681
24,STT > 24,24,Công ty TNHH Một Thành Viên Bia Sài Gòn,"Bán buôn bia, rượu và nước giải khát",100%,100%,-,-,,,1.0,1.0,,
25,STT > 25,25,Công ty TNHH Một Thành Viên Tập đoàn Bia Sài Gòn,"Bán buôn bia, rượu và nước giải khát",100%,100%,-,-,,,1.0,1.0,,
