row_label_raw,row_label_full,Tên công ty,31/12/2018 > Hạch toán theo vốn chủ sở hữu VND,31/12/2018 > Giá trị hợp lý VND,31/12/2018 > Dự phòng VND,1/1/2018 > Hạch toán theo vốn chủ sở hữu VND,1/1/2018 > Giá trị hợp lý VND,1/1/2018 > Dự phòng VND,numeric__31/12/2018 > Hạch toán theo vốn chủ sở hữu VND,numeric__31/12/2018 > Giá trị hợp lý VND,numeric__31/12/2018 > Dự phòng VND,numeric__1/1/2018 > Hạch toán theo vốn chủ sở hữu VND,numeric__1/1/2018 > Giá trị hợp lý VND,numeric__1/1/2018 > Dự phòng VND
Công ty Cổ phần Kinh doanh Lương thực - Thực phẩm Trường Sa,Công ty Cổ phần Kinh doanh Lương thực - Thực phẩm Trường Sa,Công ty Cổ phần Kinh doanh Lương thực - Thực phẩm Trường Sa,5.899.777.115,(*),-,4.597.654.606,(*),-,5899777115.0,,,4597654606.0,,
Công ty Cổ phần Bia Sài Gòn – Phú Lý,Công ty Cổ phần Bia Sài Gòn – Phú Lý,Công ty Cổ phần Bia Sài Gòn – Phú Lý,-,(*),-,134.708.832.052,(*),-,,,,134708832052.0,,
Công ty Cổ phần Tư Văn Đầu tư - Thiết kế và Chuyển giao Công nghệ Thành Nam,Công ty Cổ phần Tư Văn Đầu tư - Thiết kế và Chuyển giao Công nghệ Thành Nam,Công ty Cổ phần Tư Văn Đầu tư - Thiết kế và Chuyển giao Công nghệ Thành Nam,329.653.546,(*),-,329.653.546,(*),-,329653546.0,,,329653546.0,,
Công ty Cổ phần Bia Sài Gòn – Phú Thọ,Công ty Cổ phần Bia Sài Gòn – Phú Thọ,Công ty Cổ phần Bia Sài Gòn – Phú Thọ,76.506.756.665,(*),-,81.363.598.253,(*),-,76506756665.0,,,81363598253.0,,
Công ty Cổ phần Cơ khí và Xây lắp Công nghiệp,Công ty Cổ phần Cơ khí và Xây lắp Công nghiệp,Công ty Cổ phần Cơ khí và Xây lắp Công nghiệp,10.727.077.141,(*),-,12.641.612.636,(*),-,10727077141.0,,,12641612636.0,,
Công ty Cổ phần Bia – Nước Giải Khát Sài Gòn – Tây Đô,Công ty Cổ phần Bia – Nước Giải Khát Sài Gòn – Tây Đô,Công ty Cổ phần Bia – Nước Giải Khát Sài Gòn – Tây Đô,103.121.828.391,(*),-,111.504.428.891,(*),-,103121828391.0,,,111504428891.0,,
Công ty TNHH Trung Tâm Mê Linh,Công ty TNHH Trung Tâm Mê Linh,Công ty TNHH Trung Tâm Mê Linh,123.970.386.177,(*),-,119.215.074.210,(*),-,123970386177.0,,,119215074210.0,,
Công ty Liên doanh TNHH Crown Sài Gòn,Công ty Liên doanh TNHH Crown Sài Gòn,Công ty Liên doanh TNHH Crown Sài Gòn,287.070.899.745,(*),-,302.127.077.404,(*),-,287070899745.0,,,302127077404.0,,
Công ty TNHH Thủy Tinh Malaya Việt Nam,Công ty TNHH Thủy Tinh Malaya Việt Nam,Công ty TNHH Thủy Tinh Malaya Việt Nam,216.067.689.657,(*),-,169.368.729.376,(*),-,216067689657.0,,,169368729376.0,,
Công ty TNHH Bao Bì San Miguel Yamamura Phú Thọ,Công ty TNHH Bao Bì San Miguel Yamamura Phú Thọ,Công ty TNHH Bao Bì San Miguel Yamamura Phú Thọ,61.605.169.453,(*),-,55.532.678.119,(*),-,61605169453.0,,,55532678119.0,,
