row_label_raw,row_label_full,col_0,2018 VND,2017 VND,numeric__2018 VND,numeric__2017 VND
Chi phí nguyên vật liệu trong chi phí sản xuất,Chi phí nguyên vật liệu trong chi phí sản xuất,Chi phí nguyên vật liệu trong chi phí sản xuất,5.813.809.353.665,5.248.509.369.102,5813809353665.0,5248509369102.0
Chi phí nhân công và nhân viên,Chi phí nhân công và nhân viên,Chi phí nhân công và nhân viên,1.764.524.052.187,1.571.080.669.900,1764524052187.0,1571080669900.0
Chi phí khấu hao và phân bổ,Chi phí khấu hao và phân bổ,Chi phí khấu hao và phân bổ,634.592.696.360,625.353.451.649,634592696360.0,625353451649.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,3.299.307.255.808,2.543.568.917.242,3299307255808.0,2543568917242.0
Chi phí khác,Chi phí khác,Chi phí khác,646.656.970.561,500.989.752.000,646656970561.0,500989752000.0
