row_label_raw,row_label_full,Tiền thu từ phát hành cổ phiếu hoặc nhận góp vốn của chủ sở hữu,31,col_2,-,67.207.854.357,numeric__31,numeric__col_2,numeric__-,numeric__67.207.854.357
Tiền thu từ đi vay,Tiền thu từ đi vay,Tiền thu từ đi vay,33,,3.255.664.065.073,3.541.517.218.824,33.0,,3255664065073.0,3541517218824.0
Tiền chi trả nợ gốc vay,Tiền chi trả nợ gốc vay,Tiền chi trả nợ gốc vay,34,,(3.371.648.865.960),(4.023.393.560.638),34.0,,-3371648865960.0,-4023393560638.0
Tiền chi trả cổ tức,Tiền chi trả cổ tức,Tiền chi trả cổ tức,36,,(3.888.748.971.778),(1.008.864.945.050),36.0,,-3888748971778.0,-1008864945050.0
Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,,(4.004.733.772.665),(1.423.533.432.507),40.0,,-4004733772665.0,-1423533432507.0
Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),50,,198.803.972.917,823.767.787.748,50.0,,198803972917.0,823767787748.0
Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,60,,4.268.598.818.042,3.444.825.444.503,60.0,,4268598818042.0,3444825444503.0
Ảnh hưởng thay đổi tỷ giá hối đoái quy đổi ngoại tệ đối với tiền và các khoản tương đương tiền,Ảnh hưởng thay đổi tỷ giá hối đoái quy đổi ngoại tệ đối với tiền và các khoản tương đương tiền,Ảnh hưởng thay đổi tỷ giá hối đoái quy đổi ngoại tệ đối với tiền và các khoản tương đương tiền,61,,(11.205.822),5.585.791,61.0,,-11205822.0,5585791.0
Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),70,5,4.467.391.585.137,4.268.598.818.042,70.0,5.0,4467391585137.0,4268598818042.0
