row_label_raw,row_label_full,col_0,Trong nước VND,Nước ngoài VND,Tổng VND,numeric__Trong nước VND,numeric__Nước ngoài VND,numeric__Tổng VND
2018,2018,2018,2018,2018,2018,2018.0,2018.0,2018.0
Doanh thu,Doanh thu,Doanh thu,35.360.893.401.425,587.659.160.522,35.948.552.561.947,35360893401425.0,587659160522.0,35948552561947.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,(27.387.499.862.489),(476.913.527.062),(27.864.413.389.551),-27387499862489.0,-476913527062.0,-27864413389551.0
,,,7.973.393.538.936,110.745.633.460,8.084.139.172.396,7973393538936.0,110745633460.0,8084139172396.0
2017,2017,2017,2017,2017,2017,2017.0,2017.0,2017.0
Doanh thu,Doanh thu,Doanh thu,33.634.836.924.083,558.553.630.156,34.193.390.554.239,33634836924083.0,558553630156.0,34193390554239.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,(24.846.676.327.151),(481.196.162.511),(25.327.872.489.662),-24846676327151.0,-481196162511.0,-25327872489662.0
,,,8.788.160.596.932,77.357.467.645,8.865.518.064.577,8788160596932.0,77357467645.0,8865518064577.0
