row_label_raw,row_label_full,col_0,Đơn vị,31/12/2018 VND,1/1/2018 VND,numeric__Đơn vị,numeric__31/12/2018 VND,numeric__1/1/2018 VND
Bia,Bia,Bia,thùng/két,1.950.503,5.112.606,,1950503.0,5112606.0
Nước giải khát,Nước giải khát,Nước giải khát,thùng/két,208.785,753.620,,208785.0,753620.0
Két nhựa,Két nhựa,Két nhựa,cái,195.616,113.977,,195616.0,113977.0
