row_label_raw,row_label_full,col_0,Thuế suất,31/12/2018 VND,1/1/2018 VND,numeric__Thuế suất,numeric__31/12/2018 VND,numeric__1/1/2018 VND
Tài sản thuế thu nhập hoãn lại ghi nhận trên:,Tài sản thuế thu nhập hoãn lại ghi nhận trên:,Tài sản thuế thu nhập hoãn lại ghi nhận trên:,Tài sản thuế thu nhập hoãn lại ghi nhận trên:,Tài sản thuế thu nhập hoãn lại ghi nhận trên:,Tài sản thuế thu nhập hoãn lại ghi nhận trên:,,,
▪ Dự phòng đầu tư tài chính dài hạn,Tài sản thuế thu nhập hoãn lại ghi nhận trên: > ▪ Dự phòng đầu tư tài chính dài hạn,▪ Dự phòng đầu tư tài chính dài hạn,20%,52.984.561.076,21.700.658.109,0.2,52984561076.0,21700658109.0
▪ Chi phí phải trả và các khoản dự phòng,Tài sản thuế thu nhập hoãn lại ghi nhận trên: > ▪ Chi phí phải trả và các khoản dự phòng,▪ Chi phí phải trả và các khoản dự phòng,20%,44.551.441.993,14.808.442.901,0.2,44551441993.0,14808442901.0
▪ Lãi chưa thực hiện,Tài sản thuế thu nhập hoãn lại ghi nhận trên: > ▪ Lãi chưa thực hiện,▪ Lãi chưa thực hiện,20%,43.935.387.185,83.829.921.074,0.2,43935387185.0,83829921074.0
▪ Dự phòng giảm giá hàng tồn kho,Tài sản thuế thu nhập hoãn lại ghi nhận trên: > ▪ Dự phòng giảm giá hàng tồn kho,▪ Dự phòng giảm giá hàng tồn kho,20%,40.758.143.846,10.665.519.252,0.2,40758143846.0,10665519252.0
▪ Dự phòng phải thu khó đòi,Tài sản thuế thu nhập hoãn lại ghi nhận trên: > ▪ Dự phòng phải thu khó đòi,▪ Dự phòng phải thu khó đòi,20%,2.304.311.667,2.326.331.669,0.2,2304311667.0,2326331669.0
▪ Lợi thế thương mại,Tài sản thuế thu nhập hoãn lại ghi nhận trên: > ▪ Lợi thế thương mại,▪ Lợi thế thương mại,20%,-,2.985.201.840,0.2,,2985201840.0
▪ Giá trị thuế của các khoản lỗ mang sang,Tài sản thuế thu nhập hoãn lại ghi nhận trên: > ▪ Giá trị thuế của các khoản lỗ mang sang,▪ Giá trị thuế của các khoản lỗ mang sang,20%,-,506.340.666,0.2,,506340666.0
Tổng tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại ghi nhận trên: > Tổng tài sản thuế thu nhập hoãn lại,Tổng tài sản thuế thu nhập hoãn lại,,184.533.845.767,136.822.415.511,,184533845767.0,136822415511.0
Thuế thu nhập hoãn lại phải trả ghi nhận trên:,Thuế thu nhập hoãn lại phải trả ghi nhận trên:,Thuế thu nhập hoãn lại phải trả ghi nhận trên:,Thuế thu nhập hoãn lại phải trả ghi nhận trên:,Thuế thu nhập hoãn lại phải trả ghi nhận trên:,Thuế thu nhập hoãn lại phải trả ghi nhận trên:,,,
▪ Dự phòng đầu tư vào công ty liên kết,Thuế thu nhập hoãn lại phải trả ghi nhận trên: > ▪ Dự phòng đầu tư vào công ty liên kết,▪ Dự phòng đầu tư vào công ty liên kết,20%,24.920.989.732,10.662.433.825,0.2,24920989732.0,10662433825.0
▪ Công cụ và dụng cụ,Thuế thu nhập hoãn lại phải trả ghi nhận trên: > ▪ Công cụ và dụng cụ,▪ Công cụ và dụng cụ,20%,6.865.493.069,6.669.489.952,0.2,6865493069.0,6669489952.0
▪ Chi phí phải trả,Thuế thu nhập hoãn lại phải trả ghi nhận trên: > ▪ Chi phí phải trả,▪ Chi phí phải trả,20%,(75.929.285),(114.725.539),0.2,-75929285.0,-114725539.0
▪ Doanh thu chưa thực hiện,Thuế thu nhập hoãn lại phải trả ghi nhận trên: > ▪ Doanh thu chưa thực hiện,▪ Doanh thu chưa thực hiện,20%,(226.661.817),-,0.2,-226661817.0,
Tổng thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả ghi nhận trên: > Tổng thuế thu nhập hoãn lại phải trả,Tổng thuế thu nhập hoãn lại phải trả,,31.483.891.699,17.217.198.238,,31483891699.0,17217198238.0
