row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,,7.758.369.916.321,7.523.105.382.873,,1.0,,7758369916321.0,7523105382873.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,,(736.364),(9.440.700),,2.0,,-736364.0,-9440700.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,27,7.758.369.179.957,7.523.095.942.173,,10.0,27.0,7758369179957.0,7523095942173.0
4.,4.,4.,Giá vốn hàng bán và dịch vụ cung cấp,11,28,6.567.417.658.975,6.439.693.231.624,,11.0,28.0,6567417658975.0,6439693231624.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,1.190.951.520.982,1.083.402.710.549,,20.0,,1190951520982.0,1083402710549.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,30,221.013.930.768,207.761.699.963,,21.0,30.0,221013930768.0,207761699963.0
7.,7.,7.,Chi phí tài chính,22,31,192.947.512.930,158.471.729.580,,22.0,31.0,192947512930.0,158471729580.0
,,,- Trong đó: Chi phí lãi vay,23,,169.379.637.300,121.588.919.933,,23.0,,169379637300.0,121588919933.0
8.,8.,8.,Phần lãi trong công ty liên kết,24,12,34.035.075.394,26.387.724.294,,24.0,12.0,34035075394.0,26387724294.0
9.,9.,9.,Chi phí bán hàng,25,32,13.713.931.338,10.084.458.444,,25.0,32.0,13713931338.0,10084458444.0
10.,10.,10.,Chi phí quản lý doanh nghiệp,26,32,249.350.429.313,271.174.115.166,,26.0,32.0,249350429313.0,271174115166.0
,,,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+24+(21-22)-(25+26)),30,,989.988.653.563,877.821.831.616,,30.0,,989988653563.0,877821831616.0
11.,11.,11.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+24+(21-22)-(25+26)),30,,989.988.653.563,877.821.831.616,,30.0,,989988653563.0,877821831616.0
12.,12.,12.,Thu nhập khác,31,,33.538.717.601,104.866.271.120,,31.0,,33538717601.0,104866271120.0
13.,13.,13.,Chi phí khác,32,,7.367.960.658,7.568.091.394,,32.0,,7367960658.0,7568091394.0
14.,14.,14.,Lợi nhuận khác (40=31-32),40,33,26.170.756.943,97.298.179.726,,40.0,33.0,26170756943.0,97298179726.0
15.,15.,15.,Tổng lợi nhuận kê toán trước thuế (50=30+40),50,,1.016.159.410.506,975.120.011.342,,50.0,,1016159410506.0,975120011342.0
16.,16.,16.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,34,224.848.613.752,206.482.055.036,,51.0,34.0,224848613752.0,206482055036.0
17.,17.,17.,Thu nhập thuế thu nhập doanh nghiệp hoãn lại,52,15,(29.372.804.372),(11.432.774.224),,52.0,15.0,-29372804372.0,-11432774224.0
18.,18.,18.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,820.683.601.126,780.070.730.530,,60.0,,820683601126.0,780070730530.0
,,,Phân bổ cho:,,,,,,,,,
,,,- Lợi nhuận sau thuế của cổ đông của Công ty mẹ,,,689.610.424.076,652.092.847.637,,,,689610424076.0,652092847637.0
,,,- Lợi nhuận sau thuế của cổ đông không kiểm soát,,,131.073.177.050,127.977.882.893,,,,131073177050.0,127977882893.0
19.,19.,19.,Lãi cơ bản trên cổ phiếu,70,35,2.320,2.194,,70.0,35.0,2320.0,2194.0
