row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGĂN HẠN,100,,3.840.714.530.411,4.249.170.191.157,,100.0,,3840714530411.0,4249170191157.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,4,1.207.921.258.308,1.278.293.115.224,,110.0,4.0,1207921258308.0,1278293115224.0
1.,1.,1.,Tiền,111,,227.948.169.563,280.487.895.634,,111.0,,227948169563.0,280487895634.0
2.,2.,2.,Các khoản tương đương tiền,112,,979.973.088.745,997.805.219.590,,112.0,,979973088745.0,997805219590.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,1.478.841.000.000,1.572.305.707.500,,120.0,,1478841000000.0,1572305707500.0
1.,1.,1.,Đầu tư nằm giữ đến ngày đáo hạn,123,5,1.478.841.000.000,1.572.305.707.500,,123.0,5.0,1478841000000.0,1572305707500.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,864.749.984.631,1.087.971.847.442,,130.0,,864749984631.0,1087971847442.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,6,752.250.226.554,887.512.834.952,,131.0,6.0,752250226554.0,887512834952.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,,10.686.062.657,113.525.413.749,,132.0,,10686062657.0,113525413749.0
3.,3.,3.,Phải thu ngắn hạn khác,136,7,137.173.488.957,118.281.484.455,,136.0,7.0,137173488957.0,118281484455.0
4.,4.,4.,Dự phòng phải thu ngắn hạn khó đòi,137,8,(36.031.611.719),(31.347.885.714),,137.0,8.0,-36031611719.0,-31347885714.0
5.,5.,5.,Tài sản thiếu chờ xử lý,139,,671.818.182,-,,139.0,,671818182.0,
IV.,IV.,IV.,Hàng tồn kho,140,9,127.002.278.394,151.234.089.972,,140.0,9.0,127002278394.0,151234089972.0
1.,1.,1.,Hàng tồn kho,141,,127.652.033.296,151.674.511.469,,141.0,,127652033296.0,151674511469.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,(649.754.902),(440.421.497),,149.0,,-649754902.0,-440421497.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,162.200.009.078,159.365.431.019,,150.0,,162200009078.0,159365431019.0
1.,1.,1.,Chỉ phí trả trước ngắn hạn,151,,30.790.566.367,25.664.731.917,,151.0,,30790566367.0,25664731917.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,129.747.041.278,105.396.696.587,,152.0,,129747041278.0,105396696587.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,18,1.662.401.433,28.304.002.515,,153.0,18.0,1662401433.0,28304002515.0
