row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
I.,I.,I.,LUỦ CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LUỦ CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LUỦ CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LUỦ CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,
1.,I. > 1.,1.,Lợi nhuận trước thuế,01,1.016.159.410.506,975.120.011.342,,1.0,1016159410506.0,975120011342.0
2.,2.,2.,Điều chỉnh cho các khoản:,,,,,,,
,,,Khấu hao tài sản cố định,02,749.722.185.856,599.526.688.590,,2.0,749722185856.0,599526688590.0
,,,Các khoản dự phòng,03,104.862.946.483,87.688.096.794,,3.0,104862946483.0,87688096794.0
,,,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,04,6.342.295.377,17.693.983.357,,4.0,6342295377.0,17693983357.0
,,,Lãi từ hoạt động đầu tư,05,(194.972.298.930),(271.422.166.210),,5.0,-194972298930.0,-271422166210.0
,,,Chỉ phí lãi vay,06,169.379.637.300,121.588.919.933,,6.0,169379637300.0,121588919933.0
3.,2. > 3.,3.,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,1.851.494.176.592,1.530.195.533.806,,8.0,1851494176592.0,1530195533806.0
,,,Giảm/(tăng) các khoản phải thu,09,213.692.033.618,(268.881.533.600),,9.0,213692033618.0,-268881533600.0
,,,Giảm/(tăng) hàng tôn kho,10,24.022.478.173,(55.526.811.082),,10.0,24022478173.0,-55526811082.0
,,,(Giảm)/tăng các khoản phải trả,11,(423.120.135.741),377.365.198.245,,11.0,-423120135741.0,377365198245.0
,,,Tăng chi phí trả trước,12,(13.266.208.234),(23.048.724.468),,12.0,-13266208234.0,-23048724468.0
,,,Tiền lãi vay đã trả,14,(145.173.403.473),(98.635.970.702),,14.0,-145173403473.0,-98635970702.0
,,,Thuế thu nhập doanh nghiệp đã nộp,15,(226.227.758.014),(231.841.745.462),,15.0,-226227758014.0,-231841745462.0
,,,Tiền thu khác từ hoạt động kinh doanh,16,1.205.007.808,1.349.682.982,,16.0,1205007808.0,1349682982.0
,,,Tiền chi khác cho hoạt động kinh doanh,17,(104.114.082.374),(300.079.235.888),,17.0,-104114082374.0,-300079235888.0
,,,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,1.178.512.108.355,930.896.393.831,,20.0,1178512108355.0,930896393831.0
II.,II.,II.,LUỦ CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LUỦ CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LUỦ CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LUỦ CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
1.,II. > 1.,1.,"Tiền chỉ mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",21,(1.822.570.587.402),(1.398.670.850.765),,21.0,-1822570587402.0,-1398670850765.0
2.,II. > 2.,2.,"Tiền thu thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác",22,27.275.848.586,127.575.389.714,,22.0,27275848586.0,127575389714.0
3.,II. > 3.,3.,"Tiền chi cho vay, mua công cụ nợ của đơn vị khác",23,(3.267.417.592.500),(2.705.095.530.000),,23.0,-3267417592500.0,-2705095530000.0
4.,II. > 4.,4.,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,3.362.682.300.000,2.092.018.317.500,,24.0,3362682300000.0,2092018317500.0
5.,II. > 5.,5.,Tiền thu hồi đầu tư vốn vào đơn vị khác,26,-,51.896.122.347,,26.0,,51896122347.0
6.,II. > 6.,6.,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,177.421.372.668,168.955.121.962,,27.0,177421372668.0,168955121962.0
,,,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(1.522.608.658.648),(1.663.321.429.242),,30.0,-1522608658648.0,-1663321429242.0
