row_label_raw,row_label_full,col_0,Số cổ phần,Số cuối năm VND,Số cổ phần_1,Số đầu năm VND,numeric__Số cổ phần,numeric__Số cuối năm VND,numeric__Số cổ phần_1,numeric__Số đầu năm VND
Được phép phát hành,Được phép phát hành,Được phép phát hành,281.440.162,2.814.401.620.000,281.440.162,2.814.401.620.000,281440162.0,2814401620000.0,281440162.0,2814401620000.0
Đã phát hành và góp vốn đủ,Đã phát hành và góp vốn đủ,Đã phát hành và góp vốn đủ,281.440.162,2.814.401.620.000,281.440.162,2.814.401.620.000,281440162.0,2814401620000.0,281440162.0,2814401620000.0
Cổ phần,Cổ phần,Cổ phần,,,Số cuối năm,Số đầu năm,,,,
Số lượng cổ phần đã bán ra công chúng+ Cổ phần phổ thông,Cổ phần > Số lượng cổ phần đã bán ra công chúng+ Cổ phần phổ thông,Số lượng cổ phần đã bán ra công chúng+ Cổ phần phổ thông,,,281.440.162,281.440.162,,,281440162.0,281440162.0
Số lượng cổ phần đang lưu hành+ Cổ phần phổ thông,Cổ phần > Số lượng cổ phần đang lưu hành+ Cổ phần phổ thông,Số lượng cổ phần đang lưu hành+ Cổ phần phổ thông,,,281.440.162,281.440.162,,,281440162.0,281440162.0
