row_label_raw,row_label_full,Số cuối năm,Dịch vụ vận tải VND,Dịch vụ hàng hài đầu khí VND,Thường mại VND,Dịch vụ khác VND,Tổng VND,numeric__Dịch vụ vận tải VND,numeric__Dịch vụ hàng hài đầu khí VND,numeric__Thường mại VND,numeric__Dịch vụ khác VND,numeric__Tổng VND
Tài sản bộ phậnLãi từ công ty liên kếtTài sản không phân bổTổng tài sản hợp nhất,Tài sản bộ phậnLãi từ công ty liên kếtTài sản không phân bổTổng tài sản hợp nhất,Tài sản bộ phậnLãi từ công ty liên kếtTài sản không phân bổTổng tài sản hợp nhất,9.211.019.765.526,1.227.572.064.669,183.108.524.867,175.820.000,10.621.876.175.06254.635.656.181320.786.846.06110.997.298.677.304,9211019765526.0,1227572064669.0,183108524867.0,175820000.0,1.0621876175062547e+50
Nợ phải trả bộ phậnNợ phải trả không phân bổTổng nợ phải trả hợp nhất,Nợ phải trả bộ phậnNợ phải trả không phân bổTổng nợ phải trả hợp nhất,Nợ phải trả bộ phậnNợ phải trả không phân bổTổng nợ phải trả hợp nhất,3.532.338.293.701,295.928.411.791,44.124.923.302,1.021.083.437,3.873.412.712.2311.432.920.174.1695.306.332.886.400,3532338293701.0,295928411791.0,44124923302.0,1021083437.0,3.873412712231143e+38
Số đầu năm,Số đầu năm,Số đầu năm,Dịch vụ vận tải VND,Dịch vụ hàng hài đầu khí VND,Thường mại VND,Dịch vụ khác VND,Tổng VND,,,,,
Tài sản bộ phậnLãi từ công ty liên kếtTài sản không phân bổTổng tài sản hợp nhất,Số đầu năm > Tài sản bộ phậnLãi từ công ty liên kếtTài sản không phân bổTổng tài sản hợp nhất,Tài sản bộ phậnLãi từ công ty liên kếtTài sản không phân bổTổng tài sản hợp nhất,8.144.425.767.615,1.596.759.792.088,162.016.353.662,175.820.000,9.903.377.733.36545.184.860.787253.669.018.86010.202.231.613.012,8144425767615.0,1596759792088.0,162016353662.0,175820000.0,9.903377733365453e+49
Nợ phải trả bộ phậnNợ phải trả không phân bổTổng nợ phải trả hợp nhất,Số đầu năm > Nợ phải trả bộ phậnNợ phải trả không phân bổTổng nợ phải trả hợp nhất,Nợ phải trả bộ phậnNợ phải trả không phân bổTổng nợ phải trả hợp nhất,3.170.886.061.321,450.149.572.387,197.522.753.222,29.078.679.393,3.847.637.066.3231.215.036.638.9995.062.673.705.322,3170886061321.0,450149572387.0,197522753222.0,29078679393.0,3.847637066323121e+38
