row_label_raw,row_label_full,Số cuối năm,Dưới 1 nămVND > Số cuối năm,Từ 1 đến 5 nămVND > Số cuối năm,Trên 5 nămVND > Số cuối năm,TổngVND > Số cuối năm,numeric__Dưới 1 nămVND > Số cuối năm,numeric__Từ 1 đến 5 nămVND > Số cuối năm,numeric__Trên 5 nămVND > Số cuối năm,numeric__TổngVND > Số cuối năm
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,1.207.921.258.308,-,-,1.207.921.258.308,1207921258308.0,,,1207921258308.0
Đầu tư tài chính,Đầu tư tài chính,Đầu tư tài chính,1.478.841.000.000,-,45.937.767.300,1.524.778.767.300,1478841000000.0,,45937767300.0,1524778767300.0
Phải thu khách hàng và phải thu khác,Phải thu khách hàng và phải thu khác,Phải thu khách hàng và phải thu khác,838.379.257.011,14.048.956.179,-,852.428.213.190,838379257011.0,14048956179.0,,852428213190.0
,,,3.525.141.515.319,14.048.956.179,45.937.767.300,3.585.128.238.798,3525141515319.0,14048956179.0,45937767300.0,3585128238798.0
Các khoản vay,Các khoản vay,Các khoản vay,1.014.552.696.858,1.921.115.851.324,497.801.262.770,3.433.469.810.952,1014552696858.0,1921115851324.0,497801262770.0,3433469810952.0
Phải trả người bán và phải trả khác,Phải trả người bán và phải trả khác,Phải trả người bán và phải trả khác,826.075.698.306,148.067.672.000,115.445.568.000,1.089.588.938.306,826075698306.0,148067672000.0,115445568000.0,1089588938306.0
Chi phí phải trả,Chi phí phải trả,Chi phí phải trả,120.379.951.729,4.828.549.311,-,125.208.501.040,120379951729.0,4828549311.0,,125208501040.0
,,,1.961.008.346.893,2.074.012.072.635,613.246.830.770,4.648.267.250.298,1961008346893.0,2074012072635.0,613246830770.0,4648267250298.0
Chênh lệch thanh khoản thuần,Chênh lệch thanh khoản thuần,Chênh lệch thanh khoản thuần,1.564.133.168.426,(2.059.963.116.456),(567.309.063.470),(1.063.139.011.500),1564133168426.0,-2059963116456.0,-567309063470.0,-1063139011500.0
,,,Dưới 1 nămVND,Từ 1 đến 5 nămVND,Trên 5 nămVND,TổngVND,,,,
Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,,,,
Tiền và các khoản tương đương tiền,Số đầu năm > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,1.278.293.115.224,-,-,1.278.293.115.224,1278293115224.0,,,1278293115224.0
Đầu tư tài chính,Số đầu năm > Đầu tư tài chính,Đầu tư tài chính,1.572.305.707.500,-,47.737.767.300,1.620.043.474.800,1572305707500.0,,47737767300.0,1620043474800.0
Phải thu khách hàng và phải thu khác,Số đầu năm > Phải thu khách hàng và phải thu khác,Phải thu khách hàng và phải thu khác,964.265.586.749,8.993.725.952,-,973.259.312.701,964265586749.0,8993725952.0,,973259312701.0
,,,3.814.864.409.473,8.993.725.952,47.737.767.300,3.871.595.902.725,3814864409473.0,8993725952.0,47737767300.0,3871595902725.0
Các khoản vay,Số đầu năm > Các khoản vay,Các khoản vay,663.352.997.672,1.851.719.211.743,473.021.949.925,2.988.094.159.340,663352997672.0,1851719211743.0,473021949925.0,2988094159340.0
Phải trả người bán và phải trả khác,Số đầu năm > Phải trả người bán và phải trả khác,Phải trả người bán và phải trả khác,1.033.776.181.153,118.389.151.653,174.306.960.000,1.326.472.292.806,1033776181153.0,118389151653.0,174306960000.0,1326472292806.0
Chi phí phải trả,Số đầu năm > Chi phí phải trả,Chi phí phải trả,151.819.821.495,4.833.748.007,-,156.653.569.502,151819821495.0,4833748007.0,,156653569502.0
,,,1.848.949.000.320,1.974.942.111.403,647.328.909.925,4.471.220.021.648,1848949000320.0,1974942111403.0,647328909925.0,4471220021648.0
Chênh lệch thanh khoản thuần,Số đầu năm > Chênh lệch thanh khoản thuần,Chênh lệch thanh khoản thuần,1.965.915.409.153,(1.965.948.385.451),(599.591.142.625),(599.624.118.923),1965915409153.0,-1965948385451.0,-599591142625.0,-599624118923.0
