row_label_raw,row_label_full,col_0,Số cuối năm VND,Số đầu năm VND,numeric__Số cuối năm VND,numeric__Số đầu năm VND
Ngân hàng Thương mại Cổ phần Phương Đông,Ngân hàng Thương mại Cổ phần Phương Đông,Ngân hàng Thương mại Cổ phần Phương Đông,629.540.640.000,-,629540640000.0,
Ngân hàng TNHH MTV Shinhan Việt Nam,Ngân hàng TNHH MTV Shinhan Việt Nam,Ngân hàng TNHH MTV Shinhan Việt Nam,614.718.317.700,355.710.075.000,614718317700.0,355710075000.0
Ngân hàng Thương mại Cổ phần Tiên Phong,Ngân hàng Thương mại Cổ phần Tiên Phong,Ngân hàng Thương mại Cổ phần Tiên Phong,564.335.944.165,518.720.520.867,564335944165.0,518720520867.0
Ngân hàng Thương mại Cổ phần Đại chúng Việt Nam,Ngân hàng Thương mại Cổ phần Đại chúng Việt Nam,Ngân hàng Thương mại Cổ phần Đại chúng Việt Nam,582.518.384.241,731.454.854.344,582518384241.0,731454854344.0
Ngân hàng Citibank Việt Nam,Ngân hàng Citibank Việt Nam,Ngân hàng Citibank Việt Nam,429.667.211.453,657.288.829.069,429667211453.0,657288829069.0
Tập đoàn Đầu khí Quốc gia Việt Nam,Tập đoàn Đầu khí Quốc gia Việt Nam,Tập đoàn Đầu khí Quốc gia Việt Nam,373.375.717.172,441.288.225.508,373375717172.0,441288225508.0
Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vương,Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vương,Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vương,101.820.000.000,157.400.000.000,101820000000.0,157400000000.0
Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Sài Gòn,Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Sài Gòn,Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Sài Gòn,66.670.000.000,-,66670000000.0,
Ngân hàng Thương mại Cổ phần Quân đội,Ngân hàng Thương mại Cổ phần Quân đội,Ngân hàng Thương mại Cổ phần Quân đội,31.563.323.521,42.232.635.050,31563323521.0,42232635050.0
Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam,26.714.499.998,56.950.252.092,26714499998.0,56950252092.0
Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Hoàn Kiểm,Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Hoàn Kiểm,Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Hoàn Kiểm,6.539.988.000,14.000.000.000,6539988000.0,14000000000.0
Ngân hàng TNHH Indovina - Chi nhánh Chợ Lớn,Ngân hàng TNHH Indovina - Chi nhánh Chợ Lớn,Ngân hàng TNHH Indovina - Chi nhánh Chợ Lớn,-,6.048.767.410,,6048767410.0
,,,3.427.464.026.250,2.981.094.159.340,3427464026250.0,2981094159340.0
