row_label_raw,row_label_full,col_0,Chỉ phí sửa chữa lớntàu đầu thôvà sản phẩm khíVND,Dự phòng khácVND,Tổng cộngVND,numeric__Chỉ phí sửa chữa lớntàu đầu thôvà sản phẩm khíVND,numeric__Dự phòng khácVND,numeric__Tổng cộngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,199.206.331.805,16.415.337.432,215.621.669.237,199206331805.0,16415337432.0,215621669237.0
Trích lập trong năm,Trích lập trong năm,Trích lập trong năm,115.163.143.352,18.939.487.927,134.102.631.279,115163143352.0,18939487927.0,134102631279.0
Hoàn nhập trong năm,Hoàn nhập trong năm,Hoàn nhập trong năm,(25.123.533.117),(9.009.211.089),(34.132.744.206),-25123533117.0,-9009211089.0,-34132744206.0
Các khoản dự phòng đã sửdụng,Các khoản dự phòng đã sửdụng,Các khoản dự phòng đã sửdụng,(63.448.542.716),(1.170.335.000),(64.618.877.716),-63448542716.0,-1170335000.0,-64618877716.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,225.797.399.324,25.175.279.270,250.972.678.594,225797399324.0,25175279270.0,250972678594.0
