row_label_raw,row_label_full,Trong vòng một năm,Số cuối nămVND > 1.008.546.912.156,Số đầu nămVND > 656.352.997.672,numeric__Số cuối nămVND > 1.008.546.912.156,numeric__Số đầu nămVND > 656.352.997.672
Trong nằm thứ hai,Trong nằm thứ hai,Trong nằm thứ hai,516.285.530.223,859.462.410.516,516285530223.0,859462410516.0
Từ nằm thứ ba đến nằm thứ năm,Từ nằm thứ ba đến nằm thứ năm,Từ nằm thứ ba đến nằm thứ năm,1.404.830.321.101,992.256.801.227,1404830321101.0,992256801227.0
Sau nằm năm,Sau nằm năm,Sau nằm năm,497.801.262.770,473.021.949.925,497801262770.0,473021949925.0
,,,3.427.464.026.250,2.981.094.159.340,3427464026250.0,2981094159340.0
Trừ: Số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),Trừ: Số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),Trừ: Số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),(1.008.546.912.156),(656.352.997.672),-1008546912156.0,-656352997672.0
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,2.418.917.114.094,2.324.741.161.668,2418917114094.0,2324741161668.0
