row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm2,Số đầu năm2_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm2,numeric__Số đầu năm2_1
,,,VND,%,VND,%,,,,
Tập đoàn Dầu khí Quốc gia Việt Nam,Tập đoàn Dầu khí Quốc gia Việt Nam,Tập đoàn Dầu khí Quốc gia Việt Nam,1.435.360.800.000,"51,00",1.435.360.800.000,"51,00",1435360800000.0,51.0,1435360800000.0,51.0
Ngân hàng TMCP Đại Chứng Việt Nam,Ngân hàng TMCP Đại Chứng Việt Nam,Ngân hàng TMCP Đại Chứng Việt Nam,142.688.310.000,"5,07",142.688.310.000,"5,07",142688310000.0,5.07,142688310000.0,5.07
