row_label_raw,row_label_full,col_0,col_1,MS,TM,31/12/2015VND,01/01/2015VND,numeric__col_1,numeric__MS,numeric__TM,numeric__31/12/2015VND,numeric__01/01/2015VND
A - TÀI SẢN NGẮN HẠN,A - TÀI SẢN NGẮN HẠN,A - TÀI SẢN NGẮN HẠN,A - TÀI SẢN NGẮN HẠN,100,,1.122.235.320.729,716.969.741.392,,100.0,,1122235320729.0,716969741392.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,5.1,280.812.638.355,111.813.807.393,,110.0,51.0,280812638355.0,111813807393.0
1.,1.,1.,Tiền,111,,96.612.638.355,54.613.807.393,,111.0,,96612638355.0,54613807393.0
2.,2.,2.,Các khoản tương đương tiền,112,,184.200.000.000,57.200.000.000,,112.0,,184200000000.0,57200000000.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,5.2,12.447.190.322,12.372.092.168,,120.0,52.0,12447190322.0,12372092168.0
3.,3.,3.,Đầu tư nắm giữ đến ngày đáo hạn,123,,12.447.190.322,12.372.092.168,,123.0,,12447190322.0,12372092168.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,782.549.020.965,514.955.400.151,,130.0,,782549020965.0,514955400151.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,5.3,463.327.450.391,380.666.291.338,,131.0,53.0,463327450391.0,380666291338.0
2.,2.,2.,Trà trước cho người bán ngắn hạn,132,,150.177.858.846,67.311.478.685,,132.0,,150177858846.0,67311478685.0
5.,5.,5.,Phải thu về cho vay ngắn hạn,135,,10.130.000.000,-,,135.0,,10130000000.0,
6.,6.,6.,Phải thu ngắn hạn khác,136,5.4,159.236.472.901,67.225.580.446,,136.0,54.0,159236472901.0,67225580446.0
7.,7.,7.,Dự phòng phải thu ngắn hạn khó đòi,137,,(322.761.173),(247.950.318),,137.0,,-322761173.0,-247950318.0
IV.,IV.,IV.,Hàng tồn kho,140,,44.539.078.308,55.219.853.353,,140.0,,44539078308.0,55219853353.0
1.,1.,1.,Hàng tồn kho,141,5.5,44.539.078.308,55.219.853.353,,141.0,55.0,44539078308.0,55219853353.0
V.,V.,V.,Tài sân ngắn hạn khác,150,,1.887.392.779,22.608.588.327,,150.0,,1887392779.0,22608588327.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,5.9,1.760.114.749,-,,151.0,59.0,1760114749.0,
2.,2.,2.,Thuế GTGT được khấu trừ,152,,50.213.030,21.390.765.860,,152.0,,50213030.0,21390765860.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,5.12,77.065.000,1.217.822.467,,153.0,512.0,77065000.0,1217822467.0
B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,200,,3.938.057.937.203,2.940.060.530.544,,200.0,,3938057937203.0,2940060530544.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,857.894.057.980,638.075.247.730,,210.0,,857894057980.0,638075247730.0
6.,6.,6.,Phải thu dài hạn khác,216,,857.894.057.980,638.075.247.730,,216.0,,857894057980.0,638075247730.0
II.,II.,II.,Tài sân cố định,220,,32.924.640.264,26.846.374.380,,220.0,,32924640264.0,26846374380.0
1.,1.,1.,Tài sân cố định hữu hình,221,5.7,32.843.147.117,26.749.583.405,,221.0,57.0,32843147117.0,26749583405.0
,,,- Nguyên giá,222,,51.358.998.347,43.070.311.641,,222.0,,51358998347.0,43070311641.0
,,,- Giá trị hao mòn lũy kế,223,,(18.515.851.230),(16.320.728.236),,223.0,,-18515851230.0,-16320728236.0
3.,3.,3.,Tài sân cố định vô hình,227,5.8,81.493.147,96.790.975,,227.0,58.0,81493147.0,96790975.0
,,,- Nguyên giá,228,,656.459.888,656.459.888,,228.0,,656459888.0,656459888.0
,,,- Giá trị hao mòn lũy kế,229,,(574.966.741),(559.668.913),,229.0,,-574966741.0,-559668913.0
IV.,IV.,IV.,Tài sân dở dang dài hạn,240,5.6,1.435.094.037.096,1.527.008.706.916,,240.0,56.0,1435094037096.0,1527008706916.0
2.,2.,2.,Chi phí xây dựng cơ bản dở dang,242,,1.435.094.037.096,1.527.008.706.916,,242.0,,1435094037096.0,1527008706916.0
V.,V.,V.,Các khoản đầu tư tài chính dài hạn,250,5.2,1.609.091.199.746,742.769.077.898,,250.0,52.0,1609091199746.0,742769077898.0
1.,1.,1.,Đầu tư vào công ty con,251,,1.304.157.984.044,639.445.715.898,,251.0,,1304157984044.0,639445715898.0
2.,2.,2.,"Đầu tư vào công ty liên kết, liên doanh",252,,301.677.049.400,20.769.700.000,,252.0,,301677049400.0,20769700000.0
3.,3.,3.,Đầu tư góp vốn vào đơn vị khác,253,,6.130.000.000,85.212.349.400,,253.0,,6130000000.0,85212349400.0
4.,4.,4.,Dự phòng giảm giá đầu tư tài chính dài hạn,254,,(2.873.833.698),(2.658.687.400),,254.0,,-2873833698.0,-2658687400.0
VI.,VI.,VI.,Tài sân dài hạn khác,260,,3.054.002.117,5.361.123.620,,260.0,,3054002117.0,5361123620.0
1.,1.,1.,Chi phí trả trước dài hạn,261,5.9,3.054.002.117,5.361.123.620,,261.0,59.0,3054002117.0,5361123620.0
TỔNG CỘNG TÀI SẢN(270 = 100+200),TỔNG CỘNG TÀI SẢN(270 = 100+200),TỔNG CỘNG TÀI SẢN(270 = 100+200),TỔNG CỘNG TÀI SẢN(270 = 100+200),270,,5.060.293.257.932,3.657.030.271.936,,270.0,,5060293257932.0,3657030271936.0
