row_label_raw,row_label_full,col_0,Xây lắp và hoạt động khác,"Đầu tư, kinh doanh BĐS",Dịch vụ thu phí đường bộ,Tổng,numeric__Xây lắp và hoạt động khác,"numeric__Đầu tư, kinh doanh BĐS",numeric__Dịch vụ thu phí đường bộ,numeric__Tổng
DOANH THU,DOANH THU,DOANH THU,DOANH THU,DOANH THU,DOANH THU,DOANH THU,,,,
Tổng doanh thu,DOANH THU > Tổng doanh thu,Tổng doanh thu,899.642.508.854,16.166.397.278,-,915.808.906.132,899642508854.0,16166397278.0,,915808906132.0
Giảm trừ doanh thu,DOANH THU > Giảm trừ doanh thu,Giảm trừ doanh thu,(3.785.680.689),(2.991.565.336),-,(6.777.246.025),-3785680689.0,-2991565336.0,,-6777246025.0
Doanh thu thuần,DOANH THU > Doanh thu thuần,Doanh thu thuần,895.856.828.165,13.174.831.942,-,909.031.660.107,895856828165.0,13174831942.0,,909031660107.0
KẾT QUẢ HOẠT ĐỘNG,KẾT QUẢ HOẠT ĐỘNG,KẾT QUẢ HOẠT ĐỘNG,KẾT QUẢ HOẠT ĐỘNG,KẾT QUẢ HOẠT ĐỘNG,KẾT QUẢ HOẠT ĐỘNG,KẾT QUẢ HOẠT ĐỘNG,,,,
Kết quả bộ phận,KẾT QUẢ HOẠT ĐỘNG > Kết quả bộ phận,Kết quả bộ phận,255.776.536.636,91.307.920,-,255.867.844.556,255776536636.0,91307920.0,,255867844556.0
Thuế thu nhập doanh nghiệp,KẾT QUẢ HOẠT ĐỘNG > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,(8.737.625),46.029.620,-,37.291.995,-8737625.0,46029620.0,,37291995.0
Lợi nhuận trong năm,KẾT QUẢ HOẠT ĐỘNG > Lợi nhuận trong năm,Lợi nhuận trong năm,,,,255.830.552.561,,,,255830552561.0
