row_label_raw,row_label_full,col_0,31/12/2015,01/01/2015,numeric__31/12/2015,numeric__01/01/2015
,,,Tài sản tài chính,VND,,
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,280.812.638.355,111.813.807.393,280812638355.0,111813807393.0
Phải thu khách hàng và phải thu khác,Phải thu khách hàng và phải thu khác,Phải thu khách hàng và phải thu khác,1.480.135.220.099,1.085.719.169.196,1480135220099.0,1085719169196.0
Các khoản cho vay,Các khoản cho vay,Các khoản cho vay,10.130.000.000,-,10130000000.0,
Đầu tư ngắn hạn,Đầu tư ngắn hạn,Đầu tư ngắn hạn,12.447.190.322,12.372.092.168,12447190322.0,12372092168.0
Đầu tư dài hạn,Đầu tư dài hạn,Đầu tư dài hạn,6.130.000.000,85.212.349.400,6130000000.0,85212349400.0
Tổng,Tổng,Tổng,1.789.655.048.776,1.295.117.418.157,1789655048776.0,1295117418157.0
Công nợ tài chính,Công nợ tài chính,Công nợ tài chính,Công nợ tài chính,Công nợ tài chính,,
Các khoản vay,Công nợ tài chính > Các khoản vay,Các khoản vay,1.630.044.203.201,1.094.290.814.249,1630044203201.0,1094290814249.0
Phải trả người bán và phải trả khác,Công nợ tài chính > Phải trả người bán và phải trả khác,Phải trả người bán và phải trả khác,1.577.266.159.044,1.148.630.732.922,1577266159044.0,1148630732922.0
Chi phí phải trả,Công nợ tài chính > Chi phí phải trả,Chi phí phải trả,83.425.640.111,13.804.809.973,83425640111.0,13804809973.0
Tổng,Công nợ tài chính > Tổng,Tổng,3.290.736.002.356,2.256.726.357.144,3290736002356.0,2256726357144.0
