row_label_raw,row_label_full,Giá trị còn lại của tài sản,Năm 2015VND > 95.592.868,Năm 2014VND > 320.435.544,numeric__Năm 2015VND > 95.592.868,numeric__Năm 2014VND > 320.435.544
Chi phí khác,Chi phí khác,Chi phí khác,2.185.037.803,6.423.173.300,2185037803.0,6423173300.0
Tổng,Tổng,Tổng,2.280.630.671,6.743.608.844,2280630671.0,6743608844.0
