row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2018 VND,2017 VND,numeric__Mã số,numeric__Thuyết minh,numeric__2018 VND,numeric__2017 VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,01,28,426.501.273.388,720.195.151.284,1.0,28.0,426501273388.0,720195151284.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,02,28,-,168.315.461,2.0,28.0,,168315461.0
Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,28,426.501.273.388,720.026.835.823,10.0,28.0,426501273388.0,720026835823.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,11,29,284.945.623.404,464.249.981.968,11.0,29.0,284945623404.0,464249981968.0
Lợi nhuận gộp (20 = 10 - 11),Lợi nhuận gộp (20 = 10 - 11),Lợi nhuận gộp (20 = 10 - 11),20,,141.555.649.984,255.776.853.855,20.0,,141555649984.0,255776853855.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,30,377.961.440.055,114.297.886.553,21.0,30.0,377961440055.0,114297886553.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,31,62.949.087.760,91.144.547.086,22.0,31.0,62949087760.0,91144547086.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,56.583.732.735,67.323.327.688,23.0,,56583732735.0,67323327688.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25,,3.518.932.540,15.718.199.037,25.0,,3518932540.0,15718199037.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,32,98.917.930.605,56.885.022.368,26.0,32.0,98917930605.0,56885022368.0
Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},30,,354.131.139.134,206.326.971.917,30.0,,354131139134.0,206326971917.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,,5.611.416.852,1.427.954.887,31.0,,5611416852.0,1427954887.0
Chi phí khác,Chi phí khác,Chi phí khác,32,,3.591.185.602,3.040.841.562,32.0,,3591185602.0,3040841562.0
Kết quả từ hoạt động khác (40 = 31 - 32),Kết quả từ hoạt động khác (40 = 31 - 32),Kết quả từ hoạt động khác (40 = 31 - 32),40,,2.020.231.250,(1.612.886.675),40.0,,2020231250.0,-1612886675.0
Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),50,,356.151.370.384,204.714.085.242,50.0,,356151370384.0,204714085242.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,34,3.511.716.729,25.533.463.400,51.0,34.0,3511716729.0,25533463400.0
Lợi nhuận sau thuế TNDN (60 = 50 - 51),Lợi nhuận sau thuế TNDN (60 = 50 - 51),Lợi nhuận sau thuế TNDN (60 = 50 - 51),60,,352.639.653.655,179.180.621.842,60.0,,352639653655.0,179180621842.0
