row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2018 VND,1/1/2018 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2018 VND,numeric__1/1/2018 VND
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,,
Tài sản ngắn hạn\( (100 = 110 + 120 + 130 + 140 + 150) \),TÀI SẢN > Tài sản ngắn hạn\( (100 = 110 + 120 + 130 + 140 + 150) \),Tài sản ngắn hạn\( (100 = 110 + 120 + 130 + 140 + 150) \),100,,1.207.075.746.596,881.309.472.224,100.0,,1207075746596.0,881309472224.0
Tiền và các khoản tương đương tiền,TÀI SẢN > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,5,58.392.245.995,28.168.579.813,110.0,5.0,58392245995.0,28168579813.0
Tiền,TÀI SẢN > Tiền,Tiền,111,,58.392.245.995,28.168.579.813,111.0,,58392245995.0,28168579813.0
Đầu tư tài chính ngắn hạn,TÀI SẢN > Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,120,,103.243.899.704,18.122.062.749,120.0,,103243899704.0,18122062749.0
Chứng khoán kinh doanh,TÀI SẢN > Chứng khoán kinh doanh,Chứng khoán kinh doanh,121,6(a),3.422.062.749,3.422.062.749,121.0,,3422062749.0,3422062749.0
Dự phòng giảm giá chứng khoán kinh doanh,TÀI SẢN > Dự phòng giảm giá chứng khoán kinh doanh,Dự phòng giảm giá chứng khoán kinh doanh,122,6(a),(149.502.000),-,122.0,,-149502000.0,
Đầu tư nắm giữ đến ngày đáo hạn,TÀI SẢN > Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,123,6(b),99.971.338.955,14.700.000.000,123.0,,99971338955.0,14700000000.0
Các khoản phải thu ngắn hạn,TÀI SẢN > Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,574.443.704.997,449.570.564.207,130.0,,574443704997.0,449570564207.0
Phải thu ngắn hạn của khách hàng,TÀI SẢN > Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,131,7,124.786.795.069,128.705.181.377,131.0,7.0,124786795069.0,128705181377.0
Trả trước cho người bán ngắn hạn,TÀI SẢN > Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,132,8,329.771.569.343,210.110.841.610,132.0,8.0,329771569343.0,210110841610.0
Phải thu về cho vay ngắn hạn,TÀI SẢN > Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,135,9(a),40.333.459.000,79.000.000.000,135.0,,40333459000.0,79000000000.0
Phải thu ngắn hạn khác,TÀI SẢN > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,10,90.384.149.281,35.910.411.110,136.0,10.0,90384149281.0,35910411110.0
Dự phòng các khoản phải thu ngắn hạn khó đòi,TÀI SẢN > Dự phòng các khoản phải thu ngắn hạn khó đòi,Dự phòng các khoản phải thu ngắn hạn khó đòi,137,11,(10.832.267.696),(4.155.869.890),137.0,11.0,-10832267696.0,-4155869890.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,140,12,450.682.602.065,370.616.307.235,140.0,12.0,450682602065.0,370616307235.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,141,,450.682.602.065,370.616.307.235,141.0,,450682602065.0,370616307235.0
Tài sản ngắn hạn khác,TÀI SẢN > Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,20.313.293.835,14.831.958.220,150.0,,20313293835.0,14831958220.0
Chi phí trả trước ngắn hạn,TÀI SẢN > Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,,334.545.668,-,151.0,,334545668.0,
Thuế giá trị gia tăng được khấu trừ,TÀI SẢN > Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,152,,17.878.659.252,14.831.958.220,152.0,,17878659252.0,14831958220.0
Thuế và các khoản khác phải thu Nhà nước,TÀI SẢN > Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,153,18,2.100.088.915,-,153.0,18.0,2100088915.0,
